TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2501']|drakmyst|Mystara|Drake (Mystara)|Drake (Mystara)|Colddrake|Omnivore|Rare|5|High (13-14)|Nil|Steady (12)|12, Fl 3 (D)|1d4|3|Cells|S (3-4' long)|Nil|Spell immunities|15|R (E)|650|Any chaotic|0|Cold regions|1d2/1d2/2d4
['2501']|drakmyst|Mystara|Drake (Mystara)|Drake (Mystara)|Elemental Drake|Omnivore|Very rare|6|High (13-14)|Nil|Elite (14)|12, Fl 3 (D)|1d4|3|Cells|L (8' long)|Nil|Spell immunities|15|Nil|975|Neutral|0|Any (see below)|1d3/1d3/1d8+2
['2501']|drakmyst|Mystara|Drake (Mystara)|Drake (Mystara)|Mandrake|Omnivore|Rare|3|High (13-14)|Nil|Steady (12)|12, Fl 3 (D)|1d4|3|Cells|M (6' long)|Nil|Spell immunities|17|R (E)|270|Any chaotic|0|Any|1d2/1d2/1d6
['2501']|drakmyst|Mystara|Drake (Mystara)|Drake (Mystara)|Wooddrake|Omnivore|Rare|4|High (13-14)|Nil|Steady (12)|12, Fl 3 (D)|1d4|3|Cells|M (3-5' long)|Nil|Spell immunities|17|R (E)|420|Any chaotic|0|Any forest|1d2/1d2/1d8
['2501']|drgnfly|Mystara|Dragonfly|Dragonfly|Black|Carnivore|Very rare|3+2|Animal (1)|Nil|Average (10)|6, Fl 24 (A)|3d6|1|Solitary|S (3-4' long)|Breath weapon|Nil|17|Nil|175|Neutral|1|Varies; see below|1d6 (bite)
['2501']|drgnfly|Mystara|Dragonfly|Dragonfly|Blue|Carnivore|Very rare|4+2|Animal (1)|Nil|Average (10)|6, Fl 24 (A)|3d6|1|Solitary|S (3-4' long)|Breath weapon|Nil|17|Nil|270|Neutral|-1|Varies; see below|1d6 (bite)
['2501']|drgnfly|Mystara|Dragonfly|Dragonfly|Green|Carnivore|Very rare|4|Animal (1)|Nil|Average (10)|6, Fl 24 (A)|3d6|1|Solitary|S (3-4' long)|Breath weapon|Nil|17|Nil|175|Neutral|0|Varies; see below|1d6 (bite)
['2501']|drgnfly|Mystara|Dragonfly|Dragonfly|Red|Carnivore|Very rare|5|Animal (1)|Nil|Average (10)|6, Fl 24 (A)|3d6|1|Solitary|S (3-4' long)|Breath weapon|Nil|15|Nil|270|Neutral|-2|Varies; see below|1d6 (bite)
['2501']|drgnfly|Mystara|Dragonfly|Dragonfly|White|Carnivore|Very rare|3|Animal (1)|Nil|Average (10)|6, Fl 24 (A)|3d6|1|Solitary|S (3-4' long)|Breath weapon|Nil|17|Nil|120|Neutral|2|Varies; see below|1d6 (bite)
['2501']|dusanu|Mystara|Dusanu|Dusanu|Dusanu|Scavenger|Very rare|9+2|Average (10)|Nil|Champion (15)|12|1d3+1|2|Pack|M (6' tall)|Spores|See below|11|W|3,000|Chaotic neutral|4|Any temperate to tropical|1d8/1d8
['2501']|elemlaae|Mystara|Elemental of Law, Air/Earth|Elemental of Law, Air/Earth|Anemo|Air|Very rare|9|Very (12)|Nil|Elite (14)|12, Fl 36 (A)|1d6|3|Flock|M (5' across)|Spells|See below|11|Nil|6,000|Lawful neutral|1|Any air|1d10/1d10/1d10
['2501']|elemlaae|Mystara|Elemental of Law, Air/Earth|Elemental of Law, Air/Earth|Kryst|Earth, rock|Very rare|9|Average (10)|Nil|Elite (14)|24|1d6|3|Cluster|M (6' across)|Spells|See below|11|Nil|6,000|Lawful good|2|Any earth|1d12/1d12/1d12
['2501']|elemlafw|Mystara|Elemental of Law, Fire/Water|Elemental of Law, Fire/Water|Helion|Fire|Very rare|9|High (14)|Nil|Elite (14)|9, Fl 24 (A)|1d4+1|1|Family|T-G (1-40' diam.)|Spells, trap|See below|11|Nil|6,000|Lawful good|1|Any fire|2d8 (squeeze)
['2501']|elemlafw|Mystara|Elemental of Law, Fire/Water|Elemental of Law, Fire/Water|Hydrax|Ice|Very rare|5-12|Very (12)|Nil|Elite (14)|6, Sw 18|1|2|Solitary|L (8' wide)|Spells|See below|5-6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9|Nil|5 HD: 1,400<br>6 HD: 2,000<br>7 HD: 3,000<br>8 HD: 4,000<br>9 HD: 5,000<br>10 HD: 6,000<br>11 HD: 7,000<br>12 HD: 8,000|Lawful evil or Lawful neutral|2|Any water|1d10 (claw)/1d10 (claw)
['2501']|famimyst|Mystara|Familiar (Mystara)|Familiar (Mystara)|Aryth|Omnivore|Very rare|3|High (13)|Nil|Steady (11)|9, Fl 18 (B)|1|1|Solitary|T (1' tall)|Sleep|See below|17|Q|2,000|Any good|0|Any|1d4 (tail)
['2501']|famimyst|Mystara|Familiar (Mystara)|Familiar (Mystara)|Bogan|Omnivore|Very rare|3|Very (11)|Nil|Average (10)|12, Fl 30 (A)|1|1|Solitary|T (1' tall)|Charm, poison|See below|17|Q|2,000|Any evil|0|Any|1d4 (bite) or 1d3 (tail)
['2501']|famimyst|Mystara|Familiar (Mystara)|Familiar (Mystara)|Fylgar|Omnivore|Very rare|3|Very (11)|Nil|Elite (i3)|6, Fl 24 (A)|1|1|Solitary|T (2' tall)|Nil|See below|17|Q|975|Any lawful|0|Any|1d4 (bite) or 1d4 (tail)
['2501']|famimyst|Mystara|Familiar (Mystara)|Familiar (Mystara)|Gretch|Omnivore|Very rare|3|Very (12)|Nil|Steady (11)|15, Fl 18 (C)|1|1|Solitary|T (2' tall)|Dexterity drain, slow|See below|17|Q|1,400|Any neutral|0|Any|1d4 (bite) or 1d4 (tail)
['2501']|famimyst|Mystara|Familiar (Mystara)|Familiar (Mystara)|Ulzaq|Omnivore|Very rare|3|Low (6)|Nil|Average (10)|6|1|3 or 1|Solitary|T (2' tall)|Strength drain, confusion|See below|17|Q|2,000|Any chaotic|0|Any|1d2 (claw)/1d2 (claw)/1d4 (bite) or 1d4 (tail)
['2501', '2635']|frossala|Mystara|Frost Salamander|Frost Salamander|Frost Salamander|Omnivore|Very rare (Rare)|12|Low (5-7)|Nil|Steady (11)|12|1d3|5|Solitary|L (8' long)|Radiates cold|Immune to cold, +1 or better to hit|9|E|9,000|Chaotic evil|3|Any arctic (Paraplane of Ice)|1d6 (&times;4)/2d6
['2501', '2635']|frossala|Mystara|Frost Salamander|Frost Salamander|Ice Crab|Ice|Rare|2|Animal (1)|Nil|Average (10)|6|2d4+1|2|Solitary|S (2' diameter)|Surprise, cold touch|Immune to cold|19|Q|175|Neutral|5|Any arctic|1d4 (&times;2)
['2501', '2635']|fundame1|Mystara|Fundamental, Air/Earth|Fundamental, Air/Earth|Air|Air|Rare|1+1|Semi- (3)|Nil|Average (8)|Fl 24 (A)|2d10|1|Flock|T (1' wingspan)|Nil|See below|19|Nil|120|Neutral|6|Any windy|1d6 (ram)
['2501', '2635']|fundame1|Mystara|Fundamental, Air/Earth|Fundamental, Air/Earth|Earth|Earth or metal|Rare|1+1|Semi- (3)|Nil|Steady (12)|Fl 9 (B)|2d10|1|Flock|S (2½' wingspan)|Nil|See below|19|Nil|120|Neutral|3|Any cavern|1d6 (ram)
['2501', '2635']|fundame2|Mystara|Fundamental, Fire/Water|Fundamental, Fire/Water|Fire|Any combustible|Rare|1+1|Semi- (3)|Nil|Steady (12)|Fl 18 (B)|2d10|1|Flock|T (2' wingspan)|Nil|See below|19|Nil|175|Neutral|5|Any fiery|1d6 (ram)
['2501', '2635']|fundame2|Mystara|Fundamental, Fire/Water|Fundamental, Fire/Water|Water|Any liquid|Rare|1+1|Semi- (3)|Nil|Steady (12)|Fl 12 (B)|2d10|1|Flock|T (1-2' wingspan)|Nil|See below|19|Nil|120|Neutral|4|Any water|1d6 (ram)
['2501']|gargmyst|Mystara|Gargantua (Mystara)|Gargantua (Mystara)|Carrion Crawler|Carnivore|Very rare|12+4|Non- (0)|Nil|Elite (14)|24|1|8 or 1|Solitary|G (36' long)|Paralysis, swallows whole|Nil|7|B&times;2|9,000|Neutral|3 (head)/7 (body)|Subterranean|4d2 each (tentacles) or 4d2 (bite)
['2501']|gargmyst|Mystara|Gargantua (Mystara)|Gargantua (Mystara)|Troll|Carnivore|Very rare|24+24|Low (5-7)|Nil|Champion (16)|24|1|3|Solitary|H (20' tall)|Throws stones, swallows whole|Regeneration|3|Q&times;2 (D&times;2)|24,000|Chaotic evil|4|Any land|4d4+16/4d4+16/4d6+24
['2501']|geonid|Mystara|Geonid|Geonid|Geonid|Omnivore|Rare|2|Average (8-10)|Nil|Steady (11)|6|2d6|1|Clan|S (3-4' tall)|Surprise|Nil|19|K (C)|65<br>Priest: 175|Chaotic neutral|-2|Any subterranean|1d8 (claw) or by weapon
['2501']|ghoshord|Mystara|Ghostly Horde|Ghostly Horde|Ghostly Horde|Nil|Very rare|3|Not ratable (0)|Nil|Fearless (20)|12|Special|1|Troop|M (6' tall)|Fear|Nil|17|Nil|120|Not applicable|4|Any battle site|1d8 (sword)
['2400', '2501']|gianatha|Mystara|Giant, Athach|Giant, Athach|Giant, Athach|Omnivore|Rare|14|Low (5-7)|Nil|Champion (15)|18|1d6|4|Family|H (18' tall)|Poison|Nil|7|Q (I)|12,000|Chaotic evil|0|Any hill or mountain|2d6+7/2d6+7/2d6+7/2d10
['2501']|gianheph|Mystara|Giant, Hephaeston|Giant, Hephaeston|Giant, Hephaeston|Omnivore|Very rare|25|High (13-14)|Nil|Fearless (19)|12|1|2|Solitary|H (18-25' tall)|Spells, throw|See below|3|W (F)|28,000|Neutral|-2|Any mountain or cavern|4d10+12 (axe)/3d10 (fist)
['2501']|goledrol|Mystara|Golem, Drolem|Golem, Drolem|Golem, Drolem|Nil|Very rare|20|Semi- (2-4)|Nil|Fearless (20)|12, Fl 24 (C)|1|3|Solitary|G (27-35' long)|Breath weapon|See below|3|Nil|23,000|Neutral|-3|Any land|2d6/2d6/1d20+10 (claw/claw/bite)
['2501']|golemys1|Mystara|Golem (Mystara) I|Golem (Mystara) I|Amber|None|Very rare|10 (50 hp)|Non- (0)|Nil|Fearless (20)|18|1|3|Solitary|L (8-12'long)|Nil|See below|11|See below|6,000|Neutral|6|Any land|2d6 (claw)/2d6 (claw)/2d10 (bite)
['2501']|golemys1|Mystara|Golem (Mystara) I|Golem (Mystara) I|Skeletal|None|Rare|6 (30 hp)|Non- (0)|Nil|Fearless (20)|12|1|4|Solitary|M (6' tall)|Nil|See below|15|Nil|1,400|Neutral|2|Any land|By weapon
['2501']|golemys2|Mystara|Golem (Mystara) II|Golem (Mystara) II|Iron Gargoyle|None|Very rare|16|Non- (0)|Nil|Fearless (20)|3, FL 9 (D)|1d2|4|Solitary|L (12' tall)|Breath weapon, stun, crushing dive|See below|5|Nil|19,000|Neutral|-1|Any land|1d8 (claw)/1d8 (claw)/2d8 (horn)/ 1d10 (tail)
['2501']|golemys2|Mystara|Golem (Mystara) II|Golem (Mystara) II|Mud|None|Rare|8|Non- (0)|Nil|Fearless (20)|9|1|1|Solitary|M (6' tall)|Continuous damage|See below|13|Nil|2,000|Neutral|9|Any land|2d6 (smother)
['2501']|golemys3|Mystara|Golem (Mystara) III|Golem (Mystara) III|Rock|Nil|Very rare|16|Non- (0)|Nil|Fearless (20)|6|1d2|2|Solitary|L (8-10' tall)|Nil|See below|5|Nil|14,000|Neutral|-2|Any land|2d10 (fist)/2d10 (fist)
['2501']|golemys3|Mystara|Golem (Mystara) III|Golem (Mystara) III|Silver|Nil|Very rare|12|Semi- (2-4)|Nil|Fearless (20)|30|1d3|4|Solitary|L (8' tall)|Nil|See below|9|Nil|9,000|Neutral|0|Any land|1d8 (fist)/1d8 (fist)/1d8 (fist)/1d8 (fist)
['2501']|grayphil|Mystara|Gray Philosopher|Gray Philosopher|Gray Philosopher|None|Very rare|9|High (13-14)|Nil|Fearless (20)|0|1|0|Solitary|M (5-6' tall)|Shriek of fear|See below|0|Nil|2,000|Neutral evil|4|Any ruins|Nil
['2501']|grayphil|Mystara|Gray Philosopher|Gray Philosopher|Malice|None|Very rare|1|Non- (0)|Nil|Champion (15)|15|Special|1|Cluster|T (1-2' long)|Attacks as 9 HD creature|See below|11|Nil|120|Neutral evil|1|Any ruins|1d10, 1d8, or 1d6 (bite)
['2501']|guarwarr|Mystara|Guardian Warrior|Guardian Warrior|Horse|Nil|Very rare|5|Semi- (2)|Nil|Fearless (20)|15|1d10|3|Solitary|L (8' long)|Nil|See below|15|See below|650|Any neutral|4|Any land|1d6 (hoof)/1d6 (hoof)/1d4 (bite)
['2501']|guarwarr|Mystara|Guardian Warrior|Guardian Warrior|Warrior|Nil|Very rare|5|Semi- (4)|Nil|Fearless (20)|9|1d10|1|Solitary|M (6' tall)|Nil|See below|15|See below|650|Any neutral|4|Any land|1d12 (sword)
['2501']|gyerian|Mystara|Gyerian|Gyerian|Gyerian|Omnivore|Rare|3|Average (8-10)|Nil|Average (8)|15|2d4|3|Flock|S-M (3-6' tall)|Sneeze|Nil|17|K (W)|120<br>Cockrobin: 270<br>Rooster: 1,400|Chaotic Good|3|Temperate plain or forest|1d4 (claw)/1d4 (cIaw)/2d4 (peck)
['2501']|herex|Mystara|Herex|Herex|Adult|Carnivore|Rare|13|Non- (0)|Nil|Champion (16)|12, Fl 15 (D)|1d3|2|Clutch|H (20' long)|Acid, paralysis|Nil|7|Nil|7,000|Neutral|2|Any land|1d10 (bite)/1d6 (sting)
['2501']|herex|Mystara|Herex|Herex|Larva|Carnivore|Rare|6-12|Non- (0)|Nil|Champion (15)|12|1d6|1|Clutch|L-H (10-20' long)|Acid|Nil|6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9|Nil|6 HD: 420<br>7 HD: 650<br>8 HD: 975<br>9 HD: 1,400<br>11 HG: 3,000<br>12 HD: 4,000<br>10 HD: 2,000|Neutral|3|Any cavern|2d8 (bite)
['2501']|hivebroo|Mystara|Hivebrood|Hivebrood|Broodling|Carnivore|Rare|As host+1d4 hp or 2+1,<br>whichever is greater|Semi- (4)|Nil|Fearless (20)|12|1d10&times;10|3 or 2|Colony|M (4½-7' tall)|Hivemind powers|Immune to vision-<br>affecting spells|As host or 19|O (I)|270 or by host|Neutral|6|Any cavern|1d4/1d4/1d6 or 1d6/hy weapon 
['2501']|hivebroo|Mystara|Hivebrood|Hivebrood|Controller|Carnivore|Very rare|6+6|Exceptional (16)|Nil|Fearless (20)|3|1d4|3|Colony|M (7' long)|Paralysis, hivemind powers|Immune to vision-<br>affecting spells|13|N,O,U,V (I)|4,000|Neutral|6|Any cavern|1d4/1d4/1d6
['2501']|hivebroo|Mystara|Hivebrood|Hivebrood|Lieutenant|Carnivore|Very rare|5+1|Average (10)|Nil|Fearless (20)|12|2d4|3 or 2|Colony|M (7' tall)|Paralysis, hivemind powers|Immune to vision-<br>affecting spells|15|N,U,V (I)|1,400|Neutral|2|Any land|1d6/1d6/1d10 or 1d10/by weapon
['2501']|hivebroo|Mystara|Hivebrood|Hivebrood|Mother|Carnivore|Very rare|12+2|Non- (0)|Nil|Fearless (20)|1|1|0|Colony|L (12' long)|Poisonous gas|Immune to vision-<br>affecting spells|9|N,O,U,V (I)|4,000|Neutral|8|Any cavern|Nil
['2501']|hivebroo|Mystara|Hivebrood|Hivebrood|Soldier|Carnivore|Rare|3+1|Low (7)|Nil|Fearless (20)|12|1d10&times;10|3 or 2|Colony|M (5' tall)|Paralysis, hivemind powers|Immune to vision-<br>affecting spells|17|N,O,U (J)|420|Neutral|3|Any land|1d4/1d4/1d9 or 1d8/by weapon
['2501']|horde|Mystara|Horde|Horde|Horde|Omnivore|Very rare|3-21|High (13)|Nil|Fanatic (17)|15|2d4 (patrol) or 1d100&times;10|1|Collective being|S-H (3-21' long)|Telekinesis|See below|Varies by Hit Dice (see below)|Nil|Varies by Hit Dice (see below)|Lawful evil|3|Any land|Varies by Hit Dice (see below)
['2501']|hsiao|Mystara|Hsiao|Hsiao|Hsiao|Omnivore|Rare|4-15|Very (11-12)|Nil|Champion (15)|9, Fl 21 (C)|1d4|3|Household|M (5' tall, 15' wingspan)|Spells|Allies|4 HD: 17<br>5-6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9<br>13-14 HD: 7<br>15 HD: 5|O (I)|4 Hit Dice: 420<br>5 Hit Dice: 650<br>6 Hit Dice: 975<br>7 Hit Dice: 1,400<br>8 Hit Dice: 2,000<br>9 Hit Dice: 3,000<br>10 Hit Dice: 4,000<br>11 Hit Dice: 5,000<br>12 Hit Dice: 6,000<br>13 Hit Dice: 7,000<br>14 Hit Dice: 8,000<br>15 Hit Dice: 9,000|Lawful neutral or lawful good|5|Temperate forest|1d6 (claw)/1d6 (claw)/1d4 (beak)
['2501']|huptzeen|Mystara|Huptzeen|Huptzeen|Huptzeen|Nil|Very rare|3-7|Very (11)|Nil|Fearless (20)|Fl 3 (D)|1d3|0|Solitary|T-M (2&rdquo;-5')|Spells|See below|3-4 HD: 17<br>5-6 HD: 15<br>7 HD: 13|Special|3 HD: 650<br>4 HD: 975<br>5 HD: 1,400<br>6 HD: 3,000<br>7 HD: 2,000|Neutral|3|Any|Nil
['2501']|hutaakan|Mystara|Hutaakan|Hutaakan|Other|Omnivore|Very rare|1|Average (8-10)|Nil|Average (9)|9|1d10|1|Town|M (6' tall)|Nil|Move silently (20%)|20|S (I)|7|Lawful neutral|10|Temperate mountains or ruins|1d4 (club)
['2501']|hutaakan|Mystara|Hutaakan|Hutaakan|Priest|Omnivore|Very rare|2|Very (11-12)|Nil|Steady (11)|9|1d4+1|1|Town|M (6' tall)|Spells|Move silently (20%)|19|S (I)|65|Lawful neutral|7 (10)|Temperate mountains or ruins|1d6+1 (mace)
['2501']|hutaakan|Mystara|Hutaakan|Hutaakan|Warrior|Omnivore|Very rare|1+1|Average (8-10)|Nil|Steady (12)|9|1d4+4|1|Town|M (6' tall)|Nil|Move silentlv (20%)|19|S (I)|15|Lawful neutral|6 (10)|Temperate mountains or ruins|1d6 (sword/spear)
['2501']|impmysta|Mystara|Imp (Mystara)|Imp (Mystara)|Bog|Carnivore|Rare|1-1|Average (8-10)|Nil|Steady (11)|9|2d6|2 or 1|Tribe|T (2' tall)|Poison, surprise, snares|Camouflage|20|O (A)|120|Chaotic evil|7 (10)|Any swamp|1d3 (claw)/1d3 (claw) or 1d2 (darts)
['2501']|impmysta|Mystara|Imp (Mystara)|Imp (Mystara)|Garden|Omnivore|Very rare|1|Very (11-12)|Nil|Elite (13)|9|1|1|Solitary|S (2½' tall)|Summon insects|Nil|19|R|120|Chaotic neutral|8 (10)|Any garden|1d3 (bite)
['2501']|impmysta|Mystara|Imp (Mystara)|Imp (Mystara)|Wood|Carnivore|Rare|1-6 hp|Average (8-10)|Nil|Steady (11)|9|1d8|1 or 2|Tribe|T (1½-2' tall)|Poison, surprise, snares|Nil|20|S (C,N)|65<br>Leader: 120<br>Chief: 175<br>Shaman: 270|Chaotic evil|6 (10)|Temperate forest|1d3 (bite) or 1d4 (arrow)/1d4 (arrow)
