TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2122', '2602']|shadfien|Planescape|Shadow Fiend|Shadow Fiend|Shadow Fiend|Special|Very rare|7+3|Very (11-12)|See below|Champion (15-16)|12 (see below)|1|3|Solitary|M (6' tall)|See below|See below|13|Nil|2,000|Chaotic evil|9, 5, or 1|Lower Planes|1d6/1d6/1d8
['2122']|straskst|Ravenloft|Strahd's Skeletal Steed|Strahd's Skeletal Steed|Strahd's Skeletal Steed|Nil|Very rare|3+1|Non- (0)|Nil|Fearless (19-20)|18|1-10|3|Solitary|L (8' tall)|See below|See below|17|Nil|270|Neutral|7|Barovia|1d6/1d6/1d4
['2122']|treaevil|Ravenloft|Treant, Evil|Treant, Evil|Treant, Evil|Carnivore|Very rare|7-12|Very (11-12)|Nil|Elite (13-14)|12|1-20|2|Grove|H (13-18')|Nil|Nil|7-8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9|Q&times;5,X|HD 7: 2,000 (+1,000/HD)|Chaotic evil|0|Any forest|Varies
['2122']|treaunde|Ravenloft|Treant, Undead|Treant, Undead|Treant, Undead|Blood|Very rare|15|High (13-14)|Nil|Champion (15-16)|12|1-4|2|Copse|H (20' tall)|See below|See below|5|Nil|15,000|Chaotic evil|0|Any forest|5d6/5d6
['2122']|valpgeis|Ravenloft|Valpurgeist|Valpurgeist|Valpurgeist|None|Very rare|5|Average (8-10)|Nil|Average (8-10)|9|1|2|Solitary|M (6' tall)|Strangulation|See below|15|Nil|650|Chaotic evil|4|Any land|1d6/1d6
['2122']|vampdwar|Ravenloft|Vampire, Dwarf|Vampire, Dwarf|Vampire, Dwarf|Special|Very rare|9+3|Very (11-12)|Nil|Elite (13-14)|9|1|1|Solitary|S (4' tall)|See below|See below|11|F|3,000 (+1,000 per 100 years of age)|Neutral evil|0|Any subterranean|1d4 or by weapon (+Str bonus)
['2122']|vampelf|Ravenloft|Vampire, Elf|Vampire, Elf|Vampire, Elf|Special|Very rare|7+3|Genius (17-18)|Nil|Champion (15-16)|15|1|1|Solitary|M (5-6' tall)|See below|See below|13|F|3,000 (+1,000 per 100 years of age)|Lawful evil|2|Non-arctic forest|1d4 or by weapon (+Str bonus)
['2122']|vampgnom|Ravenloft|Vampire, Gnome|Vampire, Gnome|Vampire, Gnome|Special|Very rare|6+3|Genius (17-18)|Nil|Elite (13-14)|9|1|1|Solitary|S (3-4' tall)|See below|See below|13|F|3,000 (+1,000 per 100 years of age)|Chaotic evil|0|Any subterranean|1d4
['2122']|vamphalf|Ravenloft|Vampire, Halfling|Vampire, Halfling|Vampire, Halfling|Special|Very rare|6+3|High (13-14)|Nil|Steady (11-12)|9|1|1|Solitary|S (4-5' tall)|See below|See below|13|F|3,000|Chaotic evil|3|Temperate woodlands|1d4
['2122']|vampkend|Ravenloft|Vampire, Kender|Vampire, Kender|Vampire, Kender|Special|Very rare|4+3|Average (8-10)|Nil|Elite (13-14)|9|1|1|Solitary|S (3-4' tall)|See below|See below|15|Nil|4,000|Lawful evil|2|Sithicus|1d6
['2122']|vamypre|Ravenloft|Vampyre|Vampyre|Vampyre|Blood|Very rare|8+3|Exceptional (15-16)|See below|Steady (11-12)|12|3d4|3|Pack|M (6' tall)|See below|See below|11|F|2,000|Chaotic evil|4|Any urban|1d4/1d4/1d6
['2122']|widowred|Ravenloft|Widow, Red|Widow, Red|Widow, Red|Blood and bodily fluids|Very rare|6+3|High (13-14)|Nil|Average (8-10)|9, Wb 12|1|1|Solitary|M (5-6' tall)|See below|Nil|13|W (Z)|3,000|Neutral evil|4|Any temperate land|1d3
['2122', '9298']|wolfwerg|Ravenloft|Wolfwere, Greater|Wolfwere, Greater|Wolfwere, Greater|Carnivore|Very rare|8+2|Exceptional (15-16)|50%|Champion (15)|18|1-4|1, 3, or 2|Solitary|M-L (4-9')|See below|See below|11|20% U (B)|8,000|Neutral evil|2|Any/Forest|2d8, 1d6/1d6/2d6, or 2d6/weapon +6 (see below)
['2122']|zomblord|Ravenloft|Zombie Lord|Zombie Lord|Zombie Lord|Carrion|Very rare|6|Average (8-10)|Nil|Average (8-10)|6|1|2|Solitary|M (6' tall)|See below|See below|15|A|650|Neutral evil|6|Any Ravenloft land|2d4/2d4
