TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2105']|dragastr|Dragonlance|Dragon, Astral|Dragon, Astral|Unmated|Any liquid|Very rare|3|Genius (17-18)|Nil|Steady (12)|6, F1 18 (C)|1|3|Solitary|M (5' long)|Nil|Immortal|17|Nil|1,400|Neutral|5|The Abyss|1-4/1-4/2-12
['2105', '9244', '9245']|dragkodr|Dragonlance|Dragon, Kodragon|Dragon, Kodragon|Dragon, Kodragon|Any liquid|Very rare|5|Exceptional (15-16)|Nil|Elite (13)|6, F1 24 (A)|1|3|Solitary|S (3' wingspan)|Breath weapon|<i>Teleport</i> and <i>plane shift</i>|15|Nil|2,000|Neutral (good)|5|Plane of the Astral Dragon|1-2/1-2/1-6
['2105']|dragsea|Dragonlance|Dragon, Sea|Dragon, Sea|Dragon, Sea|Special|Rare|15 (base)|Highly (13-14)|Variable|Fanatic (18)|3, Sw 12|1-6|3 + special|Solitary|G (35' base diameter)|Breath weapon and magical abilities|Variable|5 (base)|Special|Variable|Neutral evil|-2 (base)|Tropical, subtropical, and temperate/Ocean|1-12/1-12/3-36
['2105']|dreashad|Dragonlance|Dreamshadow|Dreamshadow|Dreamshadow|None|Very rare|As creature or person mimicked|As the dreamer|See below|As person or creature mimicked|As creature or person mimicked|Varies|As person or creature mimicked|As creature or person mimicked|As person or creature mimicked|As person or creature mimicked (but illusionary)|As person or creature mimicked|As creature or person mimicked|As creature or person mimicked (but illusionary)|As person or creature mimicked + 10%|As creature or person mimicked|As creature or person mimicked|As creature or person mimicked|As person or creature mimicked (but illusionary)
['2105']|dreawrai|Dragonlance|Dreamwraith|Dreamwraith|Dreamwraith|None|Very rare|8|As creature or person mimicked|See below|Elite (14)|As creature or person mimicked|1-4|1|As creature or person mimicked|As person or creature mimicked|-1 bonus to initiative roll|Nil|13|Nil|2,000|Chaotic evil|3|As creature or person mimicked|1-10 or by weapon (illusionary)
['2105']|dwardaer|Dragonlance|Dwarf, Daergar|Dwarf, Daergar|Dwarf, Daergar|Omnivore|Uncommon|1|Varies (3-18)|See below|Elite (13)|6|4-400|1|Clan|S (4' tall)|See below|See below|19|M (&times;5); (G,Q (&times;20),R)|Varies|Varies, but usually lawful evil|4 (10)|Tropical, subtropical and temperate/Subterranean|1-8 or by weapon
['2103', '2105']|dwargull|Advanced Dungeons & Dragons 2nd Edition|Dwarf, Gully|Dwarf, Gully|Dwarf, Gully|Omnivore|Rare|1|Varies (3-9)|See below|Unsteady (7)|6|2-20|1 or 2|Clan|S (4' tall)|See below|See below|19|J (׼); (J,K)|Varies|Varies, but usually chaotic neutral|7 (10)|Tropical, subtropical, and temperate/Plain, swamp, forest, jungle, hill, and mountain|1-4/1-4 (fist/bite) or by weapon (1-4)
['2105']|dwarhill|Dragonlance|Dwarf, Hill, Neidar|Dwarf, Hill, Neidar|Dwarf, Hill, Neidar|Omnivore|Common|1|Varies (3-18)|See below|Elite (13)|6|1 or clan of 10-100 members|1|Clan|M (4-5' tall)|See below|See below|19|M (&times;2); (G,Q (&times;20),R)|Varies|Varies, but usually neutral good|6 (10)|Subtropical and temperate/Hills and forests|1-8 (weapon)
['2105']|dwarmoun|Dragonlance|Dwarf, Mountain, Hylar|Dwarf, Mountain, Hylar|Dwarf, Mountain, Hylar|Omnivore|Uncommon|1|Varies (3-18)|See below|Elite (13)|4 (6)|4-24|1|Clan|M (4½' tall)|See below|See below|19|M (&times;5),Q; (R (&times;20),G)|Varies|Varies, but usually lawful neutral|4 (10)|Tropical, subtropical, and temperate/Subterranean|1-8 (weapon)
['2105']|dwarthei|Dragonlance|Dwarf, Theiwar|Dwarf, Theiwar|Dwarf, Theiwar|Carnivore|Very rare|1|Varies (3-18)|See below|Steady (12)|6|3-30|1 or 2|Clan|S (4' tall)|See below|See below|19|M&times;2;(G&times;3,R)|Varies|Varies, but usually chaotic evil|7 (10)|Tropical and temperate/subterranean|1-8 (weapon)
['2105']|dwarzakh|Dragonlance|Dwarf, Zakhar|Dwarf, Zakhar|Dwarf, Zakhar|Omnivore|Very rare|1|Varies (3-18)|See below|Elite (13)|6|2-20|1|Clan|S (3' tall)|See below|See below|19|M(&times;5); (G,Q(&times;20),R)|Varies|Varies, but usually neutral|3 (10)|Tropical, subtropical, temperate Subterranean|1-8 (weapon)
['2105']|elfhalf|Dragonlance|Elf, Half-|Elf, Half-|Elf, Half-|Omnivore|Very rare|1+1|Varies (4-18)|See below|Elite (13)|9 (12)|1|1|Solitary|M (5-6' tall)|See below|See below|19 (18)|K,V&times;½|Varies|Varies, but usually lawful or neutral good|5 (10)|Tropical, subtropical and temperate/Forests and plains|1-10 (weapon)
['2105']|elfhqual|Dragonlance|Elf, High, Qualinesti|Elf, High, Qualinesti|Elf, High, Qualinesti|Omnivore|Uncommon|1+1|Varies (8-18)|See below|Elite (13)|12|10-100|1|Clan|M (5' tall)|See below|See below|19 (18)|M; (E,S&times;½,T)|Varies|Varies, but usually lawful or neutral good|5 (10)|Temperate/Forest|1-10 (weapon)
['2105']|elfhsilv|Dragonlance|Elf, High, Silvanesti|Elf, High, Silvanesti|Elf, High, Silvanesti|Omnivore|Uncommon|1+1|Varies (10-18)|See below|Elite (13)|12|20-200|1|Clan|M (5'+ tall)|See below|See below|19 (18)|N; (G,S,T)|Varies|Varies, but usually chaotic or neutral good|5 (10)|Temperate/Forest|1-10 (weapon)
['2105']|elfseada|Dragonlance|Elf, Sea, Dargonesti|Elf, Sea, Dargonesti|Elf, Sea, Dargonesti|Omnivore|Very rare|1+1|Varies (7-18)|See below|Elite (13)|9, Sw 15 (or 30 as dolphin)|10-40|1|Clan|M (5' tall)|See below|See below|19 (18)|F, S in lair|Varies|Varies, but usually chaotic or lawful good|8 (10)|Tropical, subtropical, and temperate/Ocean|1-10 (weapon)
['2105']|elfseadi|Dragonlance|Elf, Sea, Dimernesti|Elf, Sea, Dimernesti|Elf, Sea, Dimernesti|Omnivore|Very rare|1+1|Varies (8-18)|See below|Elite (13)|9, SW 15 (or 18 as otter)|10-100|1|School|M (5' tall)|See below|See below|19 (18)|G, (S)|Varies|Varies, but usually chaotic or neutral good|5 (10)|Tropical, subtropical, and temperate/Ocean|1-10 (weapon)
['2105']|elfwkago|Dragonlance|Elf, Wild, Kagonesti|Elf, Wild, Kagonesti|Elf, Wild, Kagonesti|Omnivore|Very rare|1+1|Varies (3-12)|See below|Elite (12)|12 (or 15 if sprinting)|20-200|1|Tribe|M (5' tall)|See below|See below|19 (18)|R, (S)|Varies|Varies, but usually chaotic or neutral good|8 (10)|Tropical, subtropical, and temperate/Forests and plains|1-10 (weapon)
['2105', '2140', '9244', '9245']|eyewing|Dragonlance|Eyewing|Eyewing|Eyewing|None known|Rare|3|Low (5-7)|Nil|Steady (12)|Fl 24 (B)|1-20|3 or 1|Band|L (15' wingspan)|Tears|See below|17|Nil|650|Lawful evil|4|The Abyss (preferred)|1-6/1-6/1-4 or eyewing tears
['2105']|fetch|Dragonlance|Fetch|Fetch|Fetch|Special|Very rare|9|High (13-14)|Nil|Very steady (14)|6|1|2|Solitary|M (4-7' tall)|Drains 2 levels per hit|Invisible except to victim|11|Nil|3,000|Chaotic evil|4|Any|Special
['1050', '2105']|firemini|Dragonlance|Fire Minion|Fire Minion|Fire Minion|Special|Very rare|6|Average to genius (11-18)|Nil|Champion (15)|12|1-4|1|Hierarchial|L (7-9')|Fire|Immunity to fire|15|None|975|Lawful evil|3|Volcanic, lava|2d6
['2105']|fireshad|Dragonlance|Fireshadow|Fireshadow|Fireshadow|Special|Very rare|13+3|Genius (17.18)|50%|Champion (16)|6|1|3 or 1|Solitary|G (30' tall)|See below|Hit only by magical weapons|7|Nil|11,000|Chaotic evil|0|Any|1-6/1-6/3-18 or 2-40
['2105']|gnomtink|Dragonlance|Gnome, Tinker|Gnome, Tinker|Gnome, Tinker|Omnivore|Rare|1|Varies (8-18)|See below|Average (8)|6|40-400|1|Colony|S (3' tall)|See below|See below|19|M&times;3 (C,Q&times;20)|Varies|Neutral or lawful good|5 (10)|Tropical, subtropical, and temperate/Subterranean|1-6 (weapon)
['2105', '1050']|gurichaa|Dragonlance|Gurik Cha'ahl|Gurik Cha'ahl|Gurik Cha'ahl|Omnivore|Rare|2|Semi- (2-4)|Nil|Average (9)|6|1-2|1|Solitary|S (3-4')|Surprise, camouflage|Nil|19|Nil|65|Chaotic evil|8|Temperate forest|1d6
['2140', '2105']|hatori|Advanced Dungeons & Dragons 2nd Edition|Hatori|Hatori|Greater|Carnivore|Very rare|6-20|Low (5-7)|Nil|Steady (11)|12|1|2|Solitary|G (60-200' long)|Swallow whole|Nil|Varies|U(&times;2)|Variable|Chaotic neutral|1|Deserts|3-36/2-24
['2140', '2105']|hatori|Advanced Dungeons & Dragons 2nd Edition|Hatori|Hatori|Lesser|Carnivore|Rare|1-5|Low (5-7)|Nil|Average (9)|15|1 or 2-5|2|Solitary/Small herds|L to G (10-50' long)|Swallow whole|Nil|Varies|U|Variable|Chaotic neutral|2|Deserts|3-18/1-12
['2105']|haunknig|Dragonlance|Haunt, Knight|Haunt, Knight|Haunt, Knight|Nil|Very rare|8|Low (5-7)|10%|Champion (16)|9|1-8|2|Military|M (6' tall)|Horror|Cannot be turned by LG clerics|13|See below|2,000|Lawful good|2 or better|Any/Battlefield|1-8/1-8
['1050', '2105']|horax|Dragonlance|Horax|Horax|Horax|Carnivore|Uncommon|4|Animal (1)|Nil|Average (10)|15|3d10|1|Colony|M (5-6' long)|-1 initiative, crush|Nil|17|Nil (D)|270<br>Young: 15|Neutral|3|Subterranean|2d8
['2105']|humakryn|Dragonlance|Human (Krynn)|Human (Krynn)|Ice Folk|Omnivore|Very rare|1|Varies (3.18)|Nil|Steady (12)|6 (9)|20-200|1|Tribe|M (6' tall)|Nil|Nil|19|Q,V|15|Lawful good|5 (10)|Arctic/Plain, hill, and mountain|By weapon
['2105']|humakryn|Dragonlance|Human (Krynn)|Human (Krynn)|Knight of Solamnia|Omnivore|Very rare|Varies|Varies (7-18)|See below|Champion (15-16) or higher|9 (12)|1 or 2-12|1|Solitary or patrol|M (6' tall)|See below|See below|Varies|See below|Varies|Lawful good|4 (10)|Tropical, subtropical, and temperate/Plain, hills, mountain and urban|By weapon
['2105']|humakryn|Dragonlance|Human (Krynn)|Human (Krynn)|Plainsman|Omnivore|Rare|1-6 hp|Varies (3-18)|Nil|Average (8-10)|12|1 or 2-8|1|Tribe|M (5-6' tall)|Nil|Nil|20|See below|15|Varies|10|Tropical, subtropical, and temperate/Plain, swamp, hill, mountain, and forest|By weapon
['2105']|humakryn|Dragonlance|Human (Krynn)|Human (Krynn)|Rebel|Omnivore|Rare|1-6 hp|Varies (3-18)|Nil|Elite (13-14) or higher|12|2-20|1|Band|M (5-6' tall)|Nil|Nil|20|K,L|15|Lawful good|See below|Any/Urban|By weapon
['2105']|impbloos|Dragonlance|Imp, Blood Sea|Imp, Blood Sea|Imp, Blood Sea|Special|Very rare|5+3|Very (11)|See below|Steady (11)|12, F124 (A), SW 6|10-40|1|School|T (2' tall)|Nil|Hit only by magical weapons|15|E|975|Chaotic evil|4 or 1 (in mist form)|Tropical and subtropical ocean|1-6 or 1
['2140', '2105']|inseswar|Advanced Dungeons & Dragons 2nd Edition|Insect Swarm|Insect Swarm|Grasshopper and Locust|Herbivore|Very rare|1 hp/20 insects|Animal (1)|Nil|Unsteady (6)|6, Fl 18 (C)|See below|1|Swarm|T (2&rdquo; long); Swarm: see below|Nil|Nil|See below|Nil|See below|Neutral|8|Tropical and subtropical/Forest, hills, and plains|See below
['2140', '2105']|inseswar|Advanced Dungeons & Dragons 2nd Edition|Insect Swarm|Insect Swarm|Velvet Ant|Omnivore|Very rare|See below|Animal (1)|Nil|Unsteady (6)|6|See below|1|Swarm|Individual: T (1&rdquo; long); Swarm: see below|Poison|Nil|See below|Nil|See below|Neutral|8|Tropical, subtropical or temperate/Forest, hills,and plains|See below
['2105']|kalothag|Dragonlance|Kalothagh|Kalothagh|Kalothagh|Carnivore|Uncommon|4+4|Low (5-7)|Nil|Average (10)|Sw 12|2-12|1 or 4|School|L (12' long)|Shoots spines|See below|15|Q (&times;3)|270|Neutral|7|Any/Ocean|1-2 or 1-6 (&times;4)
['2105', '9244']|kanidoll|Dragonlance|Kani Doll|Kani Doll|Kani Doll|None|Rare|2|Non- (0)|Nil|Fearless (never checks)|9|2-12|1|None|T (6&rdquo; tall)|Continuous attacks|Nil|19|Nil|35|Chaotic evil|10|Rural societies of any terrain or climate|1-4
['2105']|kender|Dragonlance|Kender|Kender|Kender|Omnivore|Rare|1|Varies (6.18)|See below|Fearless (20)|6 (9)|1-20|1|Family|S (3-4' tall)|See below|See below|19|Varies (typical individual: O,X; typical lair: P,M,Q,X)|Varies|Varies, but usually lawful or chaotic neutral|8 (10)|Tropical subtropical, and temperate/Plains, forests, jungles, hills, and mountains|1-6 or by weapon
['2105']|kyrie|Dragonlance|Kyrie|Kyrie|Kyrie|Omnivore|Very rare|4|Average (8-10)|25%|Steady (11)|6, Fl 18 (B)|2-12|1|Flock|M (7' tall)|Spells|Nil|17|B|1,400|Neutral|5|Tropical and subtropical Mountains|1-6 or by weapon
['2105']|lizmankr|Dragonlance|Lizard Man (Krynn)|Lizard Man (Krynn)|Bakali|Omnivore|Very rare|2+1|Average (8-10)|Nil|Champion (15)|9, Sw 9|1-10|3 or 1|Tribe|M (6-8' tall)|Squirt blood|See below|19|J,K|175|Neutral (evil)|7| Tropical and subtropical/swamp|1-2/1-2/1-6 or 1-4 or by weapon
['2105']|lizmankr|Dragonlance|Lizard Man (Krynn)|Lizard Man (Krynn)|Jarak-Sinn|Omnivore|Rare|2+1|Low (5-7)|Nil|Elite (13)|6, Sw 12|10-40|3 or 1|Tribe|L (7' tall)|Venom|See below|19|D|270|Neutral (evil)|5|Tropical, subtropical, and temperate/swamp|1-2/1-2/1-6 (claw/claw/bite) or 1-4 (tail) or by weapon
['2105']|minokryn|Dragonlance|Minotaur, Krynn|Minotaur, Krynn|Minotaur, Krynn|Omnivore|Rare|6+3|Varies (5-18)|See below|Elite (13)|12|Patrol: 1-8; Settlement: 20-400|2|Family|L (7-8' tall)|See below|See below|13|L,M (C)|Varies|Varies, but usually lawful evil|6 (5)|Tropical and subtropical/Islands and seacoasts|2-8/1-4 (horns and bite) or by weapon
['2105']|ogrehigh|Dragonlance|Ogre, High|Ogre, High|Ogre, High|Herbivore|Very rare|4+1|Varies (5-20)|See below|Steady (12)|6 (9)|1-10|1|Family|M (6' tall)|+2 to damage|See below|17|Individual: L,M; Family: Q&times;5,F|Varies|Varies, but usually neutral or lawful good|8 (10)|Tropical, subtropical, and temperate/Plain, forest, swamp, jungle, hill, mountain|1-10 (weapon)
['2105']|ogrekryn|Dragonlance|Ogre (Krynn)|Ogre (Krynn)|Ogre|Carnivore|Common|4+1|Low (5-7)|Nil|Steady (11)|9|2-20|1|Tribe|L (7-9' tall)|+2 to damage|Nil|17|Individual: M&times;10; Tribe: Q,S,B|175|Chaotic evil|5|Tropical, subtropical, and temperate/Plain, swamp, forest, jungle, hill, mountain, subterranean|1-10 (weapon)
['2105']|ogrekryn|Dragonlance|Ogre (Krynn)|Ogre (Krynn)|Orughi|Carnivore|Very rare|4+1|Low (5-7)|Nil|Unsteady (7)|9, Sw 18|2-12|1|Tribe|M (4-5' tall)|+2 to damage|Nil|17|Individual: Q; Tribe Q&times;10|175|Chaotic evil|5|Tropical and subtropical/Forest, hill, and mountain|1-6 (weapon)
['2105']|phaethon|Dragonlance|Phaethon|Phaethon|Elder|Omnivore|Very rare|6|Highly (13-14)|5%|Elite (13-14)|12, FI 18 (B)|1|1|Solitary|M (6' tall)|Flame hug|+3 to saving throws|15|Nil|975|Lawful neutral|2 (8)|Mountains|3d8 or by weapon
['2105']|phaethon|Dragonlance|Phaethon|Phaethon|Phaethon|Omnivore|Rare|4|Very (11-12)|Nil|Steady (11-12)|12, FI 18 (C)|1-10|1|Family|M (5' tall)|Flame hug|+3 to saving throws|17|(I)|270|Lawful neutral|3 (8)|Mountains|3d6 or by weapon
['2105', '1050']|saqualmi|Dragonlance|Saqualaminoi|Saqualaminoi|Saqualaminoi|Carnivore|Very rare|8|Low (5-7)|Nil|Average (10)|9|1d6|2|Family groups|L (10')|Nil|Immune to cold|13|(R,W)|2,000|Neutral|5|Cold mountains|2d8/2d8
['2105']|shadpers|Greyhawk|Shadowperson|Shadowperson|Revered Ancient One|None|Very rare|Nil|Genius (18)|Nil|Nil|Nil|1|Nil|Solitary|Nil|Nil|Nil|Nil|Nil|Nil|Neutral good|Nil|Any/Subterranean|Nil
['2105']|shadpers|Greyhawk|Shadowperson|Shadowperson|Shadowperson|Omnivore|Rare|3+1|Very (11-12)|Nil|Steady (11)|12, Fl 18 (C)|2-40|1|Clan|M (5' tall)|See below|See below|17|Nil|175|Neutral (good)|2|Any/Subterranean|1-8 (shadowstaff)
['2105']|shimweed|Dragonlance|Shimmerweed|Shimmerweed|Shimmerweed|Special|Rare|1 hit point|Non- (0)|Nil|Fearless (20)|Nil|6-36|Nil|Patch|T (6-18&rdquo; tall)|Confusion|Nil|Not applicable|Nil|35|Nil|8|Temperate / Forest and plain|Nil
['2140', '2105']|skelwarr|Advanced Dungeons & Dragons 2nd Edition|Skeleton, Warrior|Skeleton, Warrior|Skeleton, Warrior|Nil|Very rare|9+2 to 9+12|Exceptional (15-16)|90%|Champion (15)|6|1|1|Solitary|M (6-7' tall)|See below|See below|11|A|4,000|Neutral evil|2|Any|By weapon (+3 to attack roll)
['1050', '2105']|skrit|Dragonlance|Skrit|Skrit|Skrit|Carnivore|Rare|6|Animal (1)|Nil|Average (10)|15|1|3|Solitary|L (7')|Surprise, jellification|Nil|15|Nil|2,000|Neutral|3|Desert|1d3/1d3/1d6
['2105']|specmini|Dragonlance|Spectral Minion|Spectral Minion|Spectral Minion|Nil|Very rare|Varies|Average (8-10)|20%|Elite (13)|30|1-20 or more|0, 1, or 2|Varies|M (5-7' tall)|See below|+1 or better to hit|Varies|Nil|Philosopher: 975<br>Reveler: 975<br>Searcher: 975<br>Guardian: 1,400<br>Warrior: 1,400<br>Berserker: 1,400|Varies|2|Any|Varies
['2105']|spidkryn|Dragonlance|Spider (Krynn)|Spider (Krynn)|Giant Trap Door Spider|Carnivore|Very rare|15|Animal (1)|Nil|Average (9)|4+4|4|2-8|Family|L (8' long)|Nil|Nil|1|C|420|Nil|3, Wb 12|Tropical, subtropical, and temperate/Plain, forest, and jungle|Webs, poison
['2105']|spidkryn|Dragonlance|Spider (Krynn)|Spider (Krynn)|Whisper Spider|Carnivore|Very rare|11|Low (5-7)|Nil|Elite (14)|8+8|4|2-12|Family|H (15' long)|Jumps|Nil|1|C|1,400|Chaotic evil|9, Wb 12|Tropical, subtropical, and temperate/Plain, forest, hill, mountain, and jungle|Webs, poison
['2105']|stag|Dragonlance|Stag|Stag|Giant Stag|Herbivore|Rare|5|Animal (1)|Nil|Unsteady (7)|21|1-2|1 or 2|Solitary|L (7'+ tall, excluding antlers)|Nil|Nil|15|Nil|175|Nil|7|Temperate/Forest, plain, hill, and mountain|1-4/1-4 or 4-16
['2105']|stag|Dragonlance|Stag|Stag|The White Stag|Herbivore|Unique|10|Highly (13-14)|Nil|Champion (16)|24|1|3|Solitary|M (7' tall, excluding antlers)|Nil|See below|11|Nil|2,000|Lawful good|-5|Temperate/Forest, plain, hill, and mountain|1-12/1-6/1-6
['2105']|stag|Dragonlance|Stag|Stag|Wild Stag|Herbivore|Common|3|Animal (1)|Nil|Unsteady (7)|24|1-4|1 or 2|Herd|M (4-5' tall, excluding antlers)|Nil|Nil|17|Nil|65|Nil|7|Temperate/Forest, plain, hill, and mountain|1-3/1-3 or 2-8
