TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2107', '2158']|browquic|Greyhawk|Brownie, Quickling|Brownie, Quickling|Brownie, Quickling|Omnivore|Very rare|1 HD + 1d4 hp (common; leaders 3 HD; elders 4 HD)|High to genius (13-18)|Nil|Elite (13-14)|96|4-16|3|Clan|T (2' tall)|Spells; poison (leaders only)|Invisibility; save as Pr19|19 (common; leaders/elders 17)|(O,P,Q,X)|Normal 2,000<br>Leaders: 3,000<br>Elders: 4,000|Chaotic evil (neutral)|-3|Temperate forests|By weapon (S/M 1d3; L 1d2)
['2107']|crysmist|Greyhawk|Crystalmist|Crystalmist|Crystalmist|Special|Uncommon|50 hp|Non- (0)/Animal (1)|Nil|Steady (11-12)|Fl 6 (A)|Swarm of 200+1d100|1|Swarm|T (1' diameter)|Light beams|See below|13|Nil|2,000|Neutral|7|Temperate and subtropical/mountains|1-6
['2107']|dragoegh|Greyhawk|Dragon (Oerth), Greyhawk|Dragon (Oerth), Greyhawk|Dragon (Oerth), Greyhawk|Special|Very rare|11 (base)|Supra-genius (19-20)|Variable|Fanatic (17)|9, Fl 30 (D), Sw 6|1|3 + special|Solitary|H (25' base)|Special|Variable|9 (base)|Special|Variable|Lawful neutral (good)|0 (base)|Temparate/Cities (rarely Temperate/Hills, plains and forests)|1-10/1-10/3-30
['2107']|drgnflgi|Greyhawk|Dragonfly, Giant|Dragonfly, Giant|Adult|Carnivore|Rare|7 (8+2-8)|Animal (1)|Nil|Steady (11-12)|3, Fl 36 (B)|1-6|1|Solitary or swarm|M (6-8' long)|Initiative bonus|Darting|13 (11)|Nil|1,400 (2,000)|Neutral|3|Tropical, subtropical, and temparate/<br>Jungles, forests, and swamps|3-12 (4-16)
['2107']|drgnflgi|Greyhawk|Dragonfly, Giant|Dragonfly, Giant|Larva (Nymph)|Carnivore|Rare|6+1 (7+2)|Animal (1)|Nil|Steady (11-12)|9. Sw 3 (jet 24)|1|1|Solitary|M (4½-6')|Surprise bonus|Nil|15 (13)|Nil|650 (975)|Neutral|3|Tropical, subtropical, and temperate/Fresh water|3-18 (4-24)
['2107']|drgonnel|Greyhawk|Dragonnel|Dragonnel|Dragonnel|Carnivore|Very rare|8+4|Semi- (2.4)|Nil|Elite (13)|12, Fl 18 (C; D if mounted)|1-4|3|Solitary or band|H (24')|Tail slap (2-12)|Nil|11|Nil|2,000|Neutral (evil)|Variable (typically 3)|Any/Non-artic (mostly the Pomarj)|1-6/1-6/4-16
['2107']|elfgruga|Greyhawk|Elf, Grugach|Elf, Grugach|Elf, Grugach|Omnivore|Very rare|1+1|Average to genius (11-18)|90% to sleep and charm spells|Elite (13-14)|15|20-80|1|Bands|M (4-5' tall)|+1 with bow and spear|Traps|19|N,Q|120|Chaotic neutral|6 (10)|Temperate/Deep forests|1-8 (weapon)
['2107']|elfvalle|Greyhawk|Elf, Valley|Elf, Valley|Elf, Valley|Omnivore|Very rare|1+2|High to supra-genius (14-20)|90% to <i>sleep</i> and <i>charm</i> spells|Steady (11)|12|10-40 or 20-240|1 or more|Bands|M (5-6' tall)|+1 with bow or sword|See below|19|M,N (G,S,T)|420|Chaotic neutral|4 (10)|Temperate/Hills|1-8 (by weapon)
['2107']|golenecr|Greyhawk|Golem, Necrophidius|Golem, Necrophidius|Golem, Necrophidius|None|Very rare|2|Average (10)|Nil|Fearless (19-20)|9|1|1|Solitary|L (12' long)|Paralyzation and see below|Immune to poison and see below|19|Nil|270|Neutral|2|Any/Land|1-8
['2107']|grelwild|Greyhawk|Grell, Wild|Grell, Wild|Grell, Wild|Carnivore|Rare|5|Average (8-10)|Nil|Elite (13-14)|Fl 12 (D)|1|11|Solitary|M (5' diam.)|Paralyzation|Immune to electricity|15|Nil|2,000|Neutral evil|4|Any/subteranean or ruins|1-4(&times;10)/1-4
['2107']|grung|Greyhawk|Grung|Grung|Grung|Carnivore|Uncommon|1+2|Average (8-10)|Nil|Elite (13)|9, Sw 12|4-48|2|Tribal|S (3' tall)|Poison|Nil|19|C|Normal: 120<br>Tadpole: 7<br>Juvenile: 35<br>Shaman, 1st or 2nd: 175<br>Shaman, 3rd: 270|Lawful evil|7|Tropical and subtropical/Swamps|1-3 (bite)/1-6 (weapon)
['2107']|hobgnork|Advanced Dungeons & Dragons 2nd Edition|Hobgoblin, Norker|Hobgoblin, Norker|Hobgoblin, Norker|Omnivore|Rare|1+2|Average (8-10)|Nil|Steady (11-12)|9|3-30|2|Tribal|S (4' tall)|Nil|Nil|19|E|Normal: 35<br>Sub-chief: 65<br>Chief: 120|Chaotic evil|3|Any/Non-arctic|1-6 (weapon)/1-3 (bite)
['2107']|horgar|Greyhawk|Horgar|Horgar|Horgar|Rocks or earth|Very rare|30 to 100|Semi (5-7)|Nil|Fearless (19-20)|3|1|1|Solitary|G (30-100' long)|Squirt acid|Intense heat|5|Nil|30 HD: 26,000<br>(add 1,000/HD above 30)|Neutral|-10 (head is AC 0)|Any/Subterranean|20-80
['2107', '2602']|hounyeth|Planescape|Hound, Yeth|Hound, Yeth|Hound, Yeth|Carnivore|Very rare|3+3|Nil|10%|Fearless (19-20)|15, F1 27 (B)|4-16|1|Pack|M (4&rdquo;-5' tall)|Fear|Silver or magical weapons to hit|17|Neutral evil|975|Low (5-7)|0|Any land|2d4
['2107']|iguagian|Greyhawk|Iguana, Giant|Iguana, Giant|Iguana, Giant|Omnivore|Rare|6+2|Animal (1)|Nil|Average (8-10)|12|1 or 2-12|1 bite|Solitary|L (8-10' long)|Swallows whole|Nil|15|Nil|420|Neutral|6|Temperate and subtropical/Forests|2-8
['2107']|ingundi|Greyhawk|Ingundi|Ingundi|Ingundi|Carnivore|Very rare|3+2|Low (5-7)|Nil|Average (10)|6|1|2 claws, 1 bite|Solitary|M (5-6' tall)|Spells|Nil|17|D|420|Chaotic evil|6|Temperate/Forests|1-6/1-6/1-12
['2107']|kech|Greyhawk|Kech|Kech|Kech|Carnivore|Rare|5|Average (8-10)|Nil|Steady (11-12)|15 (6 climbing)|2-8|3|Band|M (6' tall)|See below|Camouflage|15|B|650|Neutral evil|4|Tropical to subartic/forests|2-5/2-5/1-6
['2107', '2166']|kyussson|Greyhawk|Kyuss, Son of|Kyuss, Son of|Kyuss, Son of|Living beings|Very rare|4|Low (5-7)|Nil|Champion (15-16)|9|1-3|1|Group|M (5-6' tall)|Fear, disease, worms|Regeneration|17|1 with type Q (25%)|1,400|Chaotic evil|10|Ruins or subterranean|1d8
['2107']|mite|Greyhawk|Mite|Mite|Mite|Omnivore|Rare|1-1|Low (5-7)|Nil|Average (8-10)|3|6-24|1|Tribe|T (2' tall)|Nil|Nil|20|K (C)|35|Lawful evil|8|Any/Subterranean|1-3
['2107']|mite|Greyhawk|Mite|Mite|Snyad (Pestie)|Omnivore|Uncommon|1-1|Low (5-7)|See below|Average (8-10)|21|1-8|0|Family|T (2½' tall)|Nil|See below|20|J (I)|65|Neutral|-4|Any/Subterranean|Nil
['2107', '2166']|needlman|Greyhawk|Needleman|Needleman|Needleman|Photosynthetic carnivore|Very rare|3+4|Low (5-7)|Nil|Steady (12)|9|5-50|1|Grove|M (6' tall)|Surprise, needle volley|See below|17|M (G)|120|Neutral|6|Temperate forests|3d4
['2107']|plancaoe|Greyhawk|Plant, Carnivorous (Oerth)|Plant, Carnivorous (Oerth)|Kampfult|Carnivore|Very rare|2|Low (5-7)|Nil|Steady (11-12)|3|1|6|Solitary|S (stump-like)|-3 penaly to opponents surprise|Nil|19|Incidental|175|Neutral (evil)|4|Any/Subterranean|1
['2107']|plancaoe|Greyhawk|Plant, Carnivorous (Oerth)|Plant, Carnivorous (Oerth)|Polyp, Giant|Carnivore|Very rare|7|Low (5-7)|Nil|Champion (15-16)|0|1|24|Solitary|L (10' tall)|Paralyzation|Sharp spines|13|Incidental|2,000|Neutral (evil)|6|Any/Subterranean Water|1-2 per tentacle
['2107']|plancavc|Greyhawk|Plant, Carnivorous, Vampire Cactus|Plant, Carnivorous, Vampire Cactus|Plant, Carnivorous, Vampire Cactus|Special|Very rare|3 (core), 1+1 (leaf), 4 hp (thread)|Non- (0)|Nil|Fanatic (17-18)|0|1-3|12|Solitary|Medium (5-6' tall)|Blood drain|Nil|17|Incidental|650|Neutral|6 (core), 7 (leaf), 8 (thread)|Any/Deserts|1-2 &times;12
['2107']|ratoerth|Greyhawk|Rat (Oerth)|Rat (Oerth)|Camprat|Omnivore|Common|1-2 hp|Animal (1)|Nil|Unsteady (5-7)|15|11-30|1|Pack|T (8&rdquo; long)|Nil|Nil|20|Nil|7|Neutral|6|Any/Barrens and hills|1
['2107']|ratoerth|Greyhawk|Rat (Oerth)|Rat (Oerth)|Vapor Rat|Omnivore|Rare|2|Low (5-7)|Nil|Unsteady (5-7)|12, Fl 6 (Gaseous 1)|2-16|1|Pack|T (1' long)|Nil|Stinking cloud|19|Incidental|35|Chaotic neutral|6 (or special)|Any/Cloud islands|1-2
['2107']|raven|Greyhawk|Raven/Crow|Raven/Crow|Giant|Omnivore|Rare|3+2|Low (5-7)|Nil|Elite (13-14)|3, Fl 18|4-16|1|Flock|L (6-10' span)|Nil|Not surprised|17|See below|175|Neutral (evil)|4|Any/Land|3-6
['2107']|raven|Greyhawk|Raven/Crow|Raven/Crow|Huge|Omnivore|Rare|1-1|Semi (2-4)|Nil|Steady (11-12)|1, Fl 27|2-8|1|Flock|M (4-6' span)|Eye peck|Not surprised|20|See below|35|Neutral (evil)|6|Any/Land|1-2
['2107']|raven|Greyhawk|Raven/Crow|Raven/Crow|Ordinary|Omnivore|Common|1-2 hp|Animal (1)|Nil|Average (8-10)|1, Fl 36|4-36|1|Flock|S (2-4' span)|Eye peck|Not surprised|20|See below|15|Neutral|7|Any/Land|1
['2107']|scarecro|Greyhawk|Scarecrow|Scarecrow|Scarecrow|None|Very rare|5|Non- (0)|Nil|Elite (13-14) (if conscious)|6|1|1 + gaze|Solitary|M (6' tall)|Charm (see below)|See below|15|Nil|1,400|Any evil|6|Any/Land|1-6 + charm
['2107', '2173']|shadslow|Greyhawk|Shadow, Slow|Shadow, Slow|Shadow, Slow|Living beings|Rare|4|Low (5-7)|See below|Special|12|4-16|1|Band|M (4-6' across)|Slow, surprise|+2 or better to hit|17|F|650|Chaotic evil|8|Any/Subterranean and ruins|1-4
['2107']|skulk|Greyhawk|Skulk|Skulk|Skulk|Omnivore|Rare|2|Average (8-10)|Nil|Unsteady (5-7)|12|1-8|1|Band|M (5-6' tall)|Backstab|See below|19|(F)|120|Chaotic evil|7|Temperate to tropical/Woodlands and subterranean|By weapon
['2107']|snail|Greyhawk|Snail|Snail|Flail|Herbivore|Very rare|4-6|Low (5-7)|See below|Elite (13-14)|3|1|1 per tentacle|Solitary|L (8' tall)|Nil|See below|4 HD: 17<br>5-6 HD: 15|Nil|975|Neutral|4 (see below)|Any/Subterranean|1-8
['2107']|snail|Greyhawk|Snail|Snail|Sea|Herbivore|Very rare|12|Animal (1)|Nil|Elite (13-14)|3|1|1|Solitary| (15' tall, 20' long)|Nil|Paralysis (see below)|9|Nil|10,000|Neutral|6 (see below)|Any/Large bodies of salt water|2-16
['2107']|taer|Greyhawk|Taer|Taer|Taer|Omnivore|Very rare|3+6|Low (5-7)|Nil|Steady (11-12)|18|10-40|3 or 1|Clan|M (6½' tall)|Odor (see below)|See below|17|Nil (see below)|270|Neutral|4|Arctic and subartic/Mountains|1-6/1-4/1-4 or by weapon +3
['2107']|tentamor|Greyhawk|Tentamort|Tentamort|Tentamort|Carnivore|Rare|2 each tentacle, 4 body|Non- (0)|Nil|Average (8-10)|1|1-10|2|Nest|S (but tentacles 10' long)|See below|Nil|17|Nil|650|Neutral|3 (tentacles)/1 (body)|Any subterranean|1-6
['2107', '2158']|turtgian|Greyhawk|Turtle, Giant|Turtle, Giant|Sea, Giant|Omnivore|Uncommon|15|Non- (0)|Nil|Champion (15-16)|1, Sw 15|1-3|1|Solitary|H (50' diameter)|Upset craft|Hide limbs|5|Nil|5,000|Neutral|2/5|Any sea|4d4
['2107', '2158']|turtgian|Greyhawk|Turtle, Giant|Turtle, Giant|Snapping, Giant|Omnivore|Uncommon|10|Non- (0)|Nil|Elite (13-14)|3, Sw 2|1-4|1|Solitary|H (40' diameter)|Surprise, jaws|Hide limbs|11|Nil|3,000|Neutral|0/5|Lake or river|6d4
['2107']|tyrg|Greyhawk|Tyrg|Tyrg|Tyrg|Carnivore|Rare|5-8|Low (5-7)|Nil|Elite (13-14)|18|1-10|1|Pack|L (6-9' long)|Stunning howl, paw rake|Nil|5-6 HD: 15<br>7-8 HD: 13|C|5 HD: 270<br>6 HD: 420<br>7 HD: 650<br>8 HD: 975|Chaotic neutral|5|Any/Mountains or hilly forests|1-12
['2107']|wolfmist|Greyhawk|Wolf, Mist|Wolf, Mist|Wolf, Mist|Carnivore|Very rare|3+3|Average (8-10)|10%|Elite (13-14)|18|2-20|1|Pack|M (4' at the shoulder)|Nil|Breath weapon|17|Nil|175|Lawful good|6|Subartic and temperate/Non-desert|2-6 (bite)
['2107']|wraioert|Greyhawk|Wraith (Oerth)|Wraith (Oerth)|Soul Beckoner|Life energy|Rare|Varies (4+)|High (13-14)|Nil|Champion (15-16)|6|1|2|Solitary|M (6' tall)|Eerie whisper|+1 or better to hit|Varies|E|Varies|Neutral evil|2|Any/Subterranean|1-6/1-6
['2107']|wraioert|Greyhawk|Wraith (Oerth)|Wraith (Oerth)|Swordwraith|None|Rare|7|Average (8-10)|Nil|Fearless (19-20)|9|2-8|3/2 (as F7)|Military unit|M (6' tall)|Strength drain|+2 or better to hit|13|Incidental|650|Lawful evil|3|Any/Old battlegrounds|1-10
['2107', '9348']|zombsea|Ravenloft|Zombie, Sea|Zombie, Sea|Zombie, Sea|Scavenger|Rare|5|Low (5-7)|Nil|Fearless (19-20)|6, Sw 12|2-24|1|Pack|M (6' tall)|Stench, disease, spell use|Spell immunity|15|M|420|Chaotic evil|7|Any/shallow waters|1-10
['2107']|zygom|Greyhawk|Zygom|Zygom|Zygom|Human tissue|Rare|3 (or host's HD)|Non- (0)|Nil|Special|1 (or host's movement)|1-3|1 (or host's attacks)|Solitary|One-sixth to one quarter foot per growth (or by host's size)|Milky glue|Nil|17 (or host's THAC0|Incidental (or host's possessions)|120|Neutral evil|6|Any/Land|Special (or host's weapon)
