TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Humanoid|Omnivore|Very rare|35|Low (5-7)|Nil|Elite (14)|21|1-2|2|Solitary or mated pair|G (80-100' tall)|Trample|Regeneration|5|Nil|28,000|Chaotic neutral|4|Tropical and subtropical islands, jungles, and mountains|4-40/4-40
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Insectoid|Omnivore|Rare|20-30|Low (5-7)|Nil|Elite (13)|6, Fl 36 (E)|1-3|1|Solitary or mated pair|G (60' long)|See below|Regeneration|5|Nil|20 HD: 14,000<br>30 HD: 24,000|Chaotic neutral|6|Tropical, subtropical, and temperate mountains|3-30
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Reptilian|Special|Rare|50|Low (5-7)|Nil|Elite (14)|18, Sw 12|1-2|3|Solitary or mated pair|G (100-200' tall)|See below|Regeneration|5|Nil|43,000|Chaotic neutral|2|Tropical and subtropical islands|3-30/3-30/6-60
['2116']|goblirat|Kara-Tur (Forgotten Realms)|Goblin Rat|Goblin Rat|Goblin Rat|Omnivore|Rare|3|Low to average (5-10)|10%|Average (10)|9|1-20|1|Pack|S (3-4' tall)|Nil|Shape change|17|B|270|Lawful evil|7|Tropical, subtropical, and temperate plain, forest, hill, and mountain|1-8 or by weapon
['2116']|hainu|Kara-Tur (Forgotten Realms)|Hai Nu|Hai Nu|Hai Nu|Carnivore|Rare|1-4|Average to high (8-14)|Nil|Steady (11)|6, Sw15|4-40|1|School|M (5' tall)|Nil|Immune to water attacks|1 HD: 19<br>2 HD: 19<br>3 HD: 17<br>4 HD: 17|U|1 HD: 35<br>2 HD: 65<br>3 HD: 120<br>4 HD: 175|Lawful neutral|7|Subtropical and tropical oceans|By weapon type
['2116']|hannya|Kara-Tur (Forgotten Realms)|Hannya|Hannya|Hannya|Carnivore|Very rare|8|Average (8-10)|35%|Steady (12)|9|1-4|3|Solitary or covey|M (7' long)|Constriction|See below|13|X,Y|2,000|Chaotic evil|3|Any land|1-4/1-4/1-8
['2116']|hengeyok|Kara-Tur (Forgotten Realms)|Hengeyokai|Hengeyokai|Hengeyokai|Special|Uncommon|1|Very to exceptional (12-15)|Nil|Elite (13)|12 (as human or biped; see below for animal form)|1-20|1|Solitary or band|Human or biped: M (5-6' tall)<br>Animal form: S (2-3' long)|See below|See below|20|N,P|420|Varies (usually Chaotic good or evil)|10 (as unarmored human or biped; see below for animal form)|Any|By weapon (as human or biped; see below for animal form)
['2116']|hsingsin|Kara-Tur (Forgotten Realms)|Hsing-sing|Hsing-sing|Hsing-sing|Omnivore|Rare|2+1|Average (8-10)|Nil|Average (10)|6, Sw 9|2-20|1|Tribe|M (5' tall)|Nil|Nil|19|B|65|Neutral|6|Subtropical mountains and forests|1-6 or by weapon type
['2116']|huhsien|Kara-Tur (Forgotten Realms)|Hu Hsien|Hu Hsien|Hu Hsien|Special|Rare|6|Genius (17-18)|50%|Steady (11)|15|1-6|1|Solitary or pack|M (5' tall)|See below|See below|15|I,S,T|4,000|Chaotic evil|7|Temperate plain, forest, hill, and mountain|1-6 or by weapon type
['2116']|humakara|Kara-Tur (Forgotten Realms)|Human (Kara-Tur)|Human (Kara-Tur)|Frost Barbarian|Omnivore|Rare|1 (2-7 hit points)|Average (8-10)|Nil|Average (10)|12|20-80|1|Tribe|M (4-5' tall)|Nil|See below|20|C|Varies|Lawful evil|See below|Arctic mountains|By weapon
['2116']|humakara|Kara-Tur (Forgotten Realms)|Human (Kara-Tur)|Human (Kara-Tur)|Wako (Sea Pirate)|Omnivore|Uncommon|1 (2-7 hit points)|Average to very (8-12)|Nil|Steady (11)|12|30-180|1 (at +2)|Band|M (5-6' tall)|Nil|Nil|20|A|Varies|Lawful evil|See below|Tropical, subtropical, and temperate oceans and coasts|By weapon +1
['2116']|ikiryo|Kara-Tur (Forgotten Realms)|Ikiryo|Ikiryo|Ikiryo|None|Very rare|Nil|Very (11-12)|See below|Nil|Nil|1|1|Solitary|Nil|Ability drain|See below|Nil|Nil|7,000|Chaotic evil|Nil|Any|Nil
['2116']|jishmush|Kara-Tur (Forgotten Realms)|Jishin Mushi|Jishin Mushi|Jishin Mushi|Carnivore|Very rare|5+4|Animal (1)|Nil|Average (8)|9, Fl 3 (D)|1-3|1|Solitary|L (8-10' long)|Tremor|Nil|15|Nil|420|Neutral|3|Temperate forests|2-16
['2116']|kala|Kara-Tur (Forgotten Realms)|Kala|Kala|Cave Kala|Carnivore|Rare|8|Low (5-7)|Nil|Steady (12)|9|1-10|2|Pack|M (6' tall)|Pain|Nil|13|Nil|1,400|Neutral|-1|Arctic hills, mountains, and plains|1-8/1-8 or by weapon
['2116']|kala|Kara-Tur (Forgotten Realms)|Kala|Kala|Earth Kala|Carnivore|Rare|6|Low (5-7)|Nil|Steady (11)|6|1-12|2|Pack|M (6' tall)|Disease|Nil|15|P|650|Neutral|2|Arctic hills, mountains, and plains|1-6/1-6 or by weapon
['2116']|kaluk|Kara-Tur (Forgotten Realms)|Kaluk|Kaluk|Kaluk|Special|Very rare|11|Average (8-10)|See below|Elite (13)|15|1|2|Solitary|L (9' tall)|See below|See below|10|See below|6,000|Chaotic evil|6|Temperate hills and forests|2-12/2-12
['2116']|kappa|Kara-Tur (Forgotten Realms)|Kappa|Kappa|Common Kappa|Carnivore|Rare|4|Low to average (5-10)|Nil|Steady (11)|6, Sw 18|1-6|2|Family|S (2' tall)|Nil|Regeneration|17|D|270|Chaotic evil|3/-2|Tropical, subtropical, and temperate lakes and rivers|5-10/5-10
['2116']|kappa|Kara-Tur (Forgotten Realms)|Kappa|Kappa|Kappa-Ti|Carnivore|Very rare|8|Low to average (5-10)|Nil|Steady (11)|12, Sw 36|1|2|Solitary|M (4-5' tall)|Nil|Regeneration, camouflage|13|D|1,400|Chaotic evil|3|Tropical, subtropical, and temperate lakes and rivers|10-20/10-20
['2116']|kappa|Kara-Tur (Forgotten Realms)|Kappa|Kappa|Vampiric Kappa|Carnivore|Very rare|7+7|Average (8-10)|Nil|Steady (12)|9, Sw 18|1-2|3|Solitary|S (3' tall)|Strength drain|Regeneration|13|D|2,000|Chaotic evil|0/-2|Tropical, subtropical, and temperate water|5-10/5-10/1-6
['2116']|koroboku|Kara-Tur (Forgotten Realms)|Korobokuru|Korobokuru|Common Korobokuru|Omnivore|Uncommon|1|Semi- to highly (3-15)|See below|Elite (13)|6|20-200|1|Clans|S (4' tall)|See below|See below|20|Individual: L,N; Clan: R,X|175|Chaotic good|10|Tropical, subtropical, and temperate mountains, hills, jungles, and forests|By weapon
['2116']|koroboku|Kara-Tur (Forgotten Realms)|Korobokuru|Korobokuru|Ishikorobokuru|Omnivore|Very rare|1+2|Semi- to highly (3-15)|See below|Elite (13)|6|10-100|1|Clans|S (3' tall)|See below|See below|20|Individual: M,N,Q; Clan: A|270|Chaotic good|10|Arctic and subarctic mountains hills, jungles, and forests|By weapon
['2116', '9258']|krakentu|Kara-Tur (Forgotten Realms)|Krakentua|Krakentua|Krakentua|Special|Very rare|50|Genius (17)|Nil|Fanatic (17)|18, Sw 12 (females: Fl 12), Tentacles: 12|1|7 (tentacles), 2 (fists)|Solitary|G (80-100')|Trample, spit, mist|See below|7|Nil|45,000|Chaotic evil|4|Tropical, subtropical, temperate oceans|See below
['2116']|kuei|Kara-Tur (Forgotten Realms)|Kuei|Kuei|Kuei|None|Rare|3 to 6|Average to very (8-12)|10%|Elite (14)|18|1|1|Solitary|M (5-6' tall)|Possession|See below|See below|Nil|3 HD: 1,000<br>4 HD: 2,000<br>5 HD: 3,000<br>6 HD: 4,000|See below|-4|Any|See below
['2116']|memedi|Kara-Tur (Forgotten Realms)|Memedi|Memedi|Common Memedi|Special|Uncommon|1|Semi- to high (2-14)|Nil|Average (9)|24|1|Nil|Solitary|S (3-4' tall) or M (5-6' tall)|Fear|+1 or better weapon to hit, etherealness|19|Nil|35|Neutral|6|Any|Nil
['2116']|memedi|Kara-Tur (Forgotten Realms)|Memedi|Memedi|Gendruwo|Special|Uncommon|3|High (13-14)|35% (see below)|Steady (11)|24|1-3|1|Solitary|M (5-6' tall)|Fear|+1 or better weapon to hit, invisibility, etherealness|17|Nil|650|Chaotic neutral or chaotic good|5|Any|By weapon type
['2116']|menshen|Kara-Tur (Forgotten Realms)|Men-shen|Men-shen|Men-shen|Special|Very rare|10|Very (11-12)|Nil|Champion (15)|12 Fl 12 (A)|1-2|2|Solitary|L (8' tall)|See below|See below|11|Nil|4,000|Neutral|0|Any|5-12 (1-8+4)/5-12 (1-8+4)
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Einsaung Nat|Omnivore|Rare|2|Very (11-12)|10%|Steady (11)|12|1|1|Solitary|S (3' tall)|Nil|See below|19|Nil|975|Chaotic good|2|Tropical jungle|1-6
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Hkum Yeng Nat|Omnivore|Very rare|4|Average (8-10)|30%|Elite (13)|12, Fl 12 (C)|1|2|Solitary|M (4' tall)|Fear|See below|17|Nil|3,000|Neutral|0|Tropical jungle|1-6/1-6
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Lu Nat|Omnivore|Rare|8|Low (5-7)|10%|Elite (13)|9|1|3|Solitary|S (6' tall)|Disease|See below|13|Nil|8,000|Chaotic evil|-2|Tropical jungle|1-8/1-8/1-4
['2116']|ningyo|Kara-Tur (Forgotten Realms)|Ningyo|Ningyo|Ningyo|Carnivore|Rare|2 to 5|Very (11-12)|Nil|Average (10)|Sw 18|2-20|1|School|L (6' long)|Spells|Spells|2 HD: 19<br>3-4 HD: 17<br>5 HD: 15|I|2 HD: 120<br>3 HD: 175<br>4 HD: 270<br>5 HD: 420|Chaotic good|7|Tropical, subtropical, and temperate ocean|By weapon type
['2116']|oni|Kara-Tur (Forgotten Realms)|Oni|Oni|Common Oni|Carnivore|Rare|8|Average (8-10)|Nil|Elite (13)|9|1-100|2|Solitary or band|L (7-8' tall)|Spells|Nil|13|A|1,400|Lawful evil|4|Temperate mountains, hills, plains, forests, and subterranean|3-10/3-10
['2116']|oni|Kara-Tur (Forgotten Realms)|Oni|Oni|Go-Zu-Oni|Carnivore|Very rare|12+8|High (13-14)|20%|Champion (15)|9|1-20|3|Solitary or band|L (8-9' tall)|See below|Regeneration|9|S|11,000|Lawful neutral|0|Any land|6-16/6-16/1-10
['2116']|oni|Kara-Tur (Forgotten Realms)|Oni|Oni|Me-Zu-Oni|Carnivore|Very rare|10+5|High (13-14)|40%|Elite (14)|12|1-20|2|Solitary or band|L (9'+ tall)|See below|Regeneration|11|S|10,000|Lawful neutral|2|Any land|3-18/3-18
['2116']|poh|Kara-Tur (Forgotten Realms)|P'oh|P'oh|P'oh|Special|Very rare|5|High (13-14)|Nil|Average (10)|6|1|1|Solitary|S (2-3' tall)|Drought|+1 or better weapons to hit|15|Q|1,400|Chaotic evil|4|Temperate plains and hills|1-6 or by weapon type
['2116']|pohgohei|Kara-Tur (Forgotten Realms)|P'oh, Gohei|P'oh, Gohei|P'oh, Gohei|Special|Very rare|1+5|Semi-(2-4)|20%|Average (10)|See below|4-16|1|Group|T (1' wide)|See below|Nil|19|Nil|120|Chaotic evil|3|Any|See below
['2116']|shansao|Kara-Tur (Forgotten Realms)|Shan Sao|Shan Sao|Shan Sao|Special|Uncommon|2 to 4|Average (8-10)|Nil|Steady (11)|6,Fl 15|3-30|1|Tribe|T (1' tall)|Disease|Summon tigers, immune to fear|2 HD: 19<br>3 HD: 17<br>4 HD: 17<br>|B|2 HD: 120<br>3HD: 175<br>4 HD: 270|Chaotic neutral|4|Tropical, subtropical, and temperate hills and forests|By weapon type
['2116']|shirokin|Kara-Tur (Forgotten Realms)|Shirokinukatsukami|Shirokinukatsukami|Shirokinukatsukami|Special|Very rare|12|Genius (17-18)|50%|Champion (15)|18, Fl 18 (A)|1|3|Solitary|L (8' tall)|See below|See below|9|Nil|11,000|Lawful good|-2|Any|2-5/2-5/3-18
['2116']|spirfolk|Kara-Tur (Forgotten Realms)|Spirit Folk|Spirit Folk|Bamboo Spirit Folk|Omnivore|Uncommon|1|Very to genius (12-18)|See below|Elite (13)|12|1-10|1|Clans|M (5' tall)|See below|See below|20|Individual: L,N; Clan: I|175|Lawful good or neutral|10|Tropical, subtropical, and temperate forests and jungles|By weapon
['2116']|spirfolk|Kara-Tur (Forgotten Realms)|Spirit Folk|Spirit Folk|River Spirit Folk|Omnivore|Uncommon|1|Very to genius (12-18)|See below|Elite (13)|12, Sw 12|1-10|1|Clans|M (5' tall)|See below|See below|20|Individual: N,Q; Clan: C|175|Neutral good|10|Tropical, subtropical, and temperate rivers|By weapon
['2116']|spirfolk|Kara-Tur (Forgotten Realms)|Spirit Folk|Spirit Folk|Sea Spirit Folk|Omnivore|Uncommon|1|Very to genius (12-18)|See below|Elite (13)|12, Sw 12|2-20|1|Clans|M (5' tall)|See below|See below|20|Individual: M,N,Q; Clan: A|175|Chaotic good|10|Tropical, subtropical, and temperate ocean|By weapon
['2116']|spirnatu|Kara-Tur (Forgotten Realms)|Spirit, Nature|Spirit, Nature|Greater Nature Spirit|Special|Common|8 to 15|Genius (17-18)|70%|Elite (14)|12|1|2|Solitary|Variable|See below|See below|8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9<br>13-14 HD: 7<br>15 HD: 5|H|8 HD: 4,000<br>9 HD: 5,000<br>10 HD: 6,000<br>11 HD: 7,000<br>12 HD: 8,000<br>13 HD: 9,000<br>14 HD: 10,000<br>15 HD: 11,000|Variable|2|Any|1-10/1-10
['2116']|spirnatu|Kara-Tur (Forgotten Realms)|Spirit, Nature|Spirit, Nature|Least Nature Spirit|Special|Common|1|Average (8-10)|10%|Steady (11)|12|1|1|Solitary|Variable|See below|See below|20|P|120|Variable|9|Any|1-4
['2116']|spirnatu|Kara-Tur (Forgotten Realms)|Spirit, Nature|Spirit, Nature|Lesser Nature Spirit|Special|Common|2 to 7|Very to genius (11-18)|20%|Steady (12)|12|1|1|Solitary|Variable|See below|See below|2 HD: 19<br>3-4 HD: 17<br>5-6 HD: 15<br>7 HD: 13|I|2 HD: 175<br>3 HD: 270<br>4 HD: 420<br>5 HD: 650<br>6 HD: 975<br>7 HD: 1,400|Variable|7|Any|1-8
['2116']|spirston|Kara-Tur (Forgotten Realms)|Spirit, Stone|Spirit, Stone|Large Stone Spirit|Special|Very rare|6|Average (8-10)|Nil|Steady (12)|6|1|1|Solitary|L (9' tall)|See below|See below|15|R|975|Neutral evil|1|Any|3-24
['2116']|spirston|Kara-Tur (Forgotten Realms)|Spirit, Stone|Spirit, Stone|Medium Stone Spirit|Special|Very rare|4|Average (8-10)|Nil|Steady (11)|6|1-4|1|Group|M (5-6' tall)|See below|See below|17|Q|175|Neutral evil|3|Any|2-16
['2116']|spirston|Kara-Tur (Forgotten Realms)|Spirit, Stone|Spirit, Stone|Small Stone Spirit|Special|Rare|2|Average (8-10)|Nil|Steady (11)|12|1-8|1|Group|S (3' tall)|See below|See below|19|Q|65|Neutral evil|5|Any|1-8
['2140', '2116']|tako|Advanced Dungeons & Dragons 2nd Edition|Tako|Tako|Female Tako|Carnivore|Very rare|6|Average (8-10)|Nil|Steady (12)|3, Sw 9|1-2|7|Tribe|L (7' diameter)|Constriction|Camouflage|15|J,Q|650|Lawful neutral|2|Tropical subtropical, and temperate ocean|1-3 (&times;7)/2-8 or by weapon
['2140', '2116']|tako|Advanced Dungeons & Dragons 2nd Edition|Tako|Tako|Male Tako|Carnivore|Rare|4|Average (8-10)|Nil|Steady (12)|3, Sw 9|3-12|7|Tribe|M (6' diameter)|Constriction|Camouflage|17|J,Q|270|Lawful neutral|3|Tropical, subtropical, and temperate ocean|1-2 (&times;7)/3-6 or by weapon
['2116']|tengu|Kara-Tur (Forgotten Realms)|Tengu|Tengu|Crow Tengu|Omnivore|Rare|2-5 (4 average)|Low to average (5-10)|Nil|Average (10)|9, Fl 24(C)|1-4|1|Flock|S (2-3' tall)|Spells|Nil|2 HD: 19<br>3-4 HD:17<br>5 HD: 15|C|2 HD: 175<br>3 HD: 270<br>4 HD: 420<br>5 HD: 650|Chaotic evil|6|Tropical, subtropical, and temperate mountains|1-8 or by weapon
['2116']|tengu|Kara-Tur (Forgotten Realms)|Tengu|Tengu|Humanoid Tengu|Omnivore|Rare|5-10 (8 average)|Very to high (11-14)|Nil|Elite (13)|12, Fl 15(C)|1-3|2|Solitary or flock|S (3-4' tall)|Spells|Invisibility|5-6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11|C|5 HD: 975<br>6 HD: 1,400<br>7 HD: 2,000<br>8 HD: 3,000<br>9 HD: 4,000<br>10 HD: 5,000|Chaotic neutral|4|Tropical, subtropical, and temperate mountains|1-6 or by weapon
['2116']|wanglian|Kara-Tur (Forgotten Realms)|Wang-Liang|Wang-Liang|Wang-Liang|Carnivore|Very rare|6+3 to 8+3|Exceptional to genius (15-18)|Nil|Elite (13)|12|1-100|2 or 1|Solitary or tribe|L (10' tall)|See below|See below|6+3 HD: 15<br>7+3 HD: 13<br>8+3 HD: 13|A|6+3 HD: 1,400<br>7+3 HD: 2,000<br>8+3 HD: 3,000|Lawful evil|4 or 3|Temperate mountains and forests|1-10/1-10, or by weapon +6
['2140', '2116']|yuanhist|Advanced Dungeons & Dragons 2nd Edition|Yuan-ti, Histachii|Yuan-ti, Histachii|Yuan-ti, Histachii|Carnivore|Very rare|2+2|Low (5-7)|See below|Average (10)|12|2-20|3|Tribe|M (5-6' tall)|See below|See below|19|Nil|120|Chaotic evil|8|Tropical jungles|1-2/1-2/1-3
['2116']|yukionna|Kara-Tur (Forgotten Realms)|Yuki-on-na|Yuki-on-na|Yuki-on-na|Carnivore|Very rare|8|High (13-14)|Nil|Elite (13)|12|1-3|1 + gaze|Solitary or family|M (5' tall)|See below|See below|13|Nil|2,000|Chaotic evil|1|Arctic mountains, hills, and forests|1-10
