TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2118', '2140', '2602', '2428']|githzera|Planescape|Githzerai|Githzerai|Githzerai|Omnivore|Very rare|Per class and level|Exceptional to genius (15-18)|50%|Average to steady (8-12)|12, 96 in Limbo|2-8 (away from lair)|Per class and level|Monarchy/dictatorship|M (6' tall)|Nil|Nil|Per class and level|Individual P; Lair H&times;2|Per class and level|Chaotic neutral|Varies|Limbo|Per weapon type
['2118', '2602']|hordling|Planescape|Hordling|Hordling|Hordling|Carnivore|Common (Prime, rare)|6+3, 7+2, 8+1, or 9|Semi- to average (2-10)|0%, 5%, 15%, or 30%|Unsteady (5-7)|6, 9, 12, or 15 (D with wings)|1-6 (Prime 1)|By hordling type|Solitary|S, M, or L|See below|See below|6+3 HD: 15<br>7+2 and 8+1 HD: 13<br>9 HD: 11|Nil|Varies by hordling|Neutral evil|3, 2, 1, or 0|Gray Waste|See below
['2107', '2602']|hounyeth|Planescape|Hound, Yeth|Hound, Yeth|Hound, Yeth|Carnivore|Very rare|3+3|Nil|10%|Fearless (19-20)|15, F1 27 (B)|4-16|1|Pack|M (4&rdquo;-5' tall)|Fear|Silver or magical weapons to hit|17|Neutral evil|975|Low (5-7)|0|Any land|2d4
['2140', '2602', '2428', '2102']|imp|Advanced Dungeons & Dragons 2nd Edition|Imp|Imp|Imp|Carnivore|Very rare|2+2|Average (8-10)|25%|Average (8-10)|6, Fl 18 (A)|1|1|Solitary|T (2' tall)|See below|See below|19|O|1,400|Lawful evil|2|Any|1-4
['2140', '2602', '2428', '2102']|imp|Advanced Dungeons & Dragons 2nd Edition|Imp|Imp|Quasit|Carnivore|Very rare|3|Low (5-7)|25%|Average (8-10)|15|1|3|Solitary|T (2' tall)|See below|See below|17|Q&times;3|2,000|Chaotic evil|2|Any|1-2/1-2/1-4
['2602', 'Dragon193']|incarnat|Planescape|Incarnate|Incarnate|Incarnate|See below|Very rare|10 (4)|Exceptional (15-16)|Nil|Champion (15-16)|Fl 18 (A)|1|1|Solitary|T (1' diameter)|See below|See below|11 (17)|Nil|5,000 (650)|See below|0|Any plane|See below
['2118', '2602']|larva|Planescape|Larva|Larva|Larva|Unknown|Common|1-1|Semi- (2-4)|Nil|Unreliable (2-4)|3|10-100|1|Masses|M (5' long)|Wounding, disease|Nil|20|Nil|35|Any evil|7|Lower Planes|1d4+1
['2118', '2602']|maelepha|Planescape|Maelephant|Maelephant|Maelephant|Carnivore|Rare|8+2|High (13-14)|30%|Fearless (19-20)|12|1|3|Solitary|L (9' tall)|Crush, charge, memory loss|Regeneration, +1 or better weapon to hit|13|Nil (see below)|10,000|Lawful neutral (evil)|0|Lower Planes|1d6/1d6/2d6
['2118', '2602']|marut|Planescape|Marut|Marut|Marut|None|Rare|15|High (13-14)|10%|Elite (13-14)|15|1-6|1|Solitary|L (12' tall)|See below|+3 weapons to hit, regeneration|5|Nil|17,000|Lawful neutral|0|Mechanus (and Upper Planes)|8d10
['2118', '2602']|mediator|Planescape|Mediator|Mediator|Mechanus|Nil|Very rare|3|Genius (17-18)|90%|Average (8-10)|Fl 9 (A)|1|1|Solitary|M (5' diam)|See below|See below|17|Nil|See below|Lawful neutral|5|Mechanus|2d12
['2118', '2602']|mediator|Planescape|Mediator|Mediator|Translator|None|Common|5|High (13-14)|Nil|Fearless (19-20)|Fl 64 (A)|1|1|Solitary|S (3' diam.)|Spell erasing|Deific intervention|Miss only on 1|Nil|1,400|Neutral|8|Upper Planes|Stun
['2602']|mephit1|Planescape|Mephit I (Air/Smoke)|Mephit I (Air/Smoke)|Air|Nil|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (A)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|4|Any|1d3/1d3
['2602']|mephit1|Planescape|Mephit I (Air/Smoke)|Mephit I (Air/Smoke)|Smoke|Special|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|Nil|420|Neutral|4|Any|1d2/1d2
['2602']|mephit2|Planescape|Mephit II (Earth/Ooze)|Mephit II (Earth/Ooze)|Earth|Special|Common|3+2|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (C)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|5|Any|1d4/1d4
['2602']|mephit2|Planescape|Mephit II (Earth/Ooze)|Mephit II (Earth/Ooze)|Ooze|Special|Common|3|Average (8-10)|Nil|Irregular (5-7)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|Stinking cloud|None|17|N&times;2|420|Neutral|6|Any|1d3/1d3
['2602']|mephit3|Planescape|Mephit III (Fire/Radiant)|Mephit III (Fire/Radiant)|Fire|Special|Common|3+1|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|5|Any|1d3+1/1d3+1
['2602']|mephit3|Planescape|Mephit III (Fire/Radiant)|Mephit III (Fire/Radiant)|Radiant|Nil|Common|3|Average (8-10)|Nil|Irregular (5-7)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|<i>Color spray</i>|See below|17|Nil|420|Neutral|4|Any|1d3/1d3
['2602']|mephit4|Planescape|Mephit IV (Water/Ice)|Mephit IV (Water/Ice)|Ice|Nil|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|5|Any|1d2/1d2
['2602']|mephit4|Planescape|Mephit IV (Water/Ice)|Mephit IV (Water/Ice)|Water|Any liquid|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|Acid stream|See below|17|N|420|Neutral|5|Any|1d3/1d3
['2602']|mephit5|Planescape|Mephit V (Dust/Salt)|Mephit V (Dust/Salt)|Dust|Special|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|Nil|420|Neutral|6|Any|1d2/1d2
['2602']|mephit5|Planescape|Mephit V (Dust/Salt)|Mephit V (Dust/Salt)|Salt|Nil|Common|3|Average (8-10)|Nil|Average (8-10)|12, FI 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|5|Any|1d3/1d3 + stun
['2602']|mephit6|Planescape|Mephit VI (Lightning/Mineral)|Mephit VI (Lightning/Mineral)|Lightning|Average (8-10)|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 36 (C)|1-20|2|Solitary/band|M (5' tall)|<i>Lightning bolt</i>|See below|7|Nil|420|Neutral|4|Any|1d3/1d3
['2602']|mephit6|Planescape|Mephit VI (Lightning/Mineral)|Mephit VI (Lightning/Mineral)|Mineral|Average (8-10)|Common|3+2|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (C)|1-20|2|Solitary|M (5' tall)|<i>Glitterdust</i>|See below|17|N|420|Neutral|4|Any|1d4/1d4
['2602']|mephit7|Planescape|Mephit VII (Magma/Ash)|Mephit VII (Magma/Ash)|Ash|Special|Common|3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1|2|Solitary|M (5' tall)|Belaborment|See below|17|Nil|420|Neutral|5|Any|1d3/1d3
['2602']|mephit7|Planescape|Mephit VII (Magma/Ash)|Mephit VII (Magma/Ash)|Magma|Special|Common|3|Low (5-7)|Nil|Average (8-10)|12, Fl 24 (C)|1|2|Solitary|M (5' tall)|Breath, heat|Regenerates|17|N|420|Neutral|6|Any|1d8+1/1d8+1
['2602']|mephit8|Planescape|Mephit VIII (Mist/Steam)|Mephit VIII (Mist/Steam)|Mist|Special|Common|3+2|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N|420|Neutral|7|Any|1/1
['2602']|mephit8|Planescape|Mephit VIII (Mist/Steam)|Mephit VIII (Mist/Steam)|Steam|Special|Common|3+3|Average (8-10)|Nil|Average (8-10)|12, Fl 24 (B)|1-10|2|Solitary|M (5' tall)|See below|See below|17|N&times;2|420|Neutral|7|Any|1d4+1/1d4+1
['2118', '2602']|nighthag|Planescape|Night Hag|Night Hag|Night Hag|Carnivore|Very rare|8|Exceptional (15-16)|65%|Average (8-10)|9|1|1|Solitary|M (5' tall)|Cause disease|Spell immunity, +3 weapons to hit|13|Nil|12,000|Neutral evil|0|Lower Planes|2d6
['2140', '2602', '2118']|nightmar|Planescape|Nightmare|Nightmare|Nightmare|Carnivore|Very rare|6+6|Very (11-12)|Nil|Elite (13-14)|15, F1 36 (C)|1|3|Solitary|L (6' at shoulder)|Burning hooves|Paralyzing cloud|15|Nil|2,000|Neutral evil|-4|Lower Planes|2d4+2/2d4+2/2d4
['2118', '2602']|per|Planescape|Per|Per|Per|None|Rare|10|Very (11-12)|50%|See below|12|1|1|Solitary|M (6' tall)|Magical weapon|Never surprised, regeneration, never check morale, +1 or better weapon to hit|11|Nil|12,000|Lawful neutral|-1|Upper Planes|2d10 (+3 or +6)
['2122', '2602']|shadfien|Planescape|Shadow Fiend|Shadow Fiend|Shadow Fiend|Special|Very rare|7+3|Very (11-12)|See below|Champion (15-16)|12 (see below)|1|3|Solitary|M (6' tall)|See below|See below|13|Nil|2,000|Chaotic evil|9, 5, or 1|Lower Planes|1d6/1d6/1d8
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Blue|Carnivore|Rare|8+4|Low (5-7)|40%|Steady (11-12)|6|2-12|5|Group|L (10' tall)|Disease|See below|13|K,Q|9,000|Chaotic neutral|2|Limbo|2d6 (&times;4)/2d8
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Death|Carnivore|Very rare|15+7|Genius (17-18)|70%|Fanatic (17-18)|12|1-2|3 or 2|Group|M (6' tall)|See below|+2 or better weapon to hit|5|Z|22,000|Chaotic neutral|-4|Limbo|3d6 (&times;2)/2d10 or sword +6 (Strength bonus) (&times;2)
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Gray|Carnivore|Very rare|10+6|High (13-14)|60%|Champion (15-16)|12|1-4|3 or 1|Group|M (6' tall)|Magical weapons|See below|11|R&times;2|15,000|Chaotic neutral|-2|Limbo|2d4+2 (&times;2)/2d8 or sword
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Green|Carnivore|Very rare|9+5|Average (8-10)|50%|Elite (13-14)|9|1-6|3|Group|L (7'+ tall)|See below|+1 or better weapon to hit|11|R|11,000|Chaotic neutral|0|Limbo|1d6+2 (&times;2)/2d8
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Red|Carnivore|Uncommon|7+3|Low (5-7)|30%|Average (8-10)|6|3-18|3|Group|L (8' tall)|Stun, egg-pellet|See below|13|K,Q|2,000|Chaotic neutral|4|Limbo|1d4 (&times;2)/2d8
['2118', '2602']|tanagbab|Planescape|Tanar'ri, Greater, Babau|Tanar'ri, Greater, Babau|Tanar'ri, Greater, Babau|Carnivore|Uncommon|8+14|Genius (17-18)|50%|Champion (15-16)|15|1 (rarely: 1-2)|1 or 3|Solitary|M (7' tall)|Corrosion, gaze, backstab|+1 or better weapons to hit, thief abilities|13|D|17,000|Chaotic evil|-3|The Abyss|2d4+1/1d4+1/2d4 or by weapon +7 (Strength bonus)
['2118', '2602']|tanagcha|Planescape|Tanar'ri, Greater, Chasme|Tanar'ri, Greater, Chasme|Tanar'ri, Greater, Chasme|Carnivore|Common|8+2|Average to very (8-12)|50%|Champion (15-16)|6, Fl 24 (D)|1|3|Group|M (7' long)|Terror, sleep drone, wounding|See below|13|Nil|14,000|Chaotic evil|-5|The Abyss|2d4/2d4/1d4
['2118', '2602']|tanagnab|Planescape|Tanar'ri, Greater, Nabassu|Tanar'ri, Greater, Nabassu|Tanar'ri, Greater, Nabassu|Carnivore|Very rare|7+2 to 7+20|High (13-14)|50%|Champion (15-16)|12, Fl 15 (C)|1|3|Solitary|M (7' tall)|Death gaze, backstab, paralyzation|+1 or better weapon to hit|13|Q&times;10|Mature: 16,000<br>Fledgling: 8-11,000|Chaotic evil|4 to -5|The Abyss or Prime|2d4/2d4/3d4 or weapon +7 (Strength bonus)
['1089', '2602']|tanagwas|Planescape|Tanar'ri, Greater, Wastrilith|Tanar'ri, Greater, Wastrilith|Tanar'ri, Greater, Wastrilith|Nil|Very rare|15|High (13-14)|25%|Fanatic (17-18)|9, sw 15|1|3|Solitary|L (10' tall)|See below|See below|5|25-50,000 gp|19,000|Chaotic evil|-1|Water|1d8/1d8/1d12
