TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '2102', '2428']|behir|Advanced Dungeons & Dragons 2nd Edition|Behir|Behir|Behir|Carnivore|Rare|12|Low (5-7)|Nil|Champion (15)|15|1-2|2 or 7|Solitary|G (40' long)|Lightning bolt|Immune to electricity, poison|9|See below|7,000|Neutral evil|4|Any land|2-8 (2d4)/2-5 (1d4+1) or 2-8 (2d4)/6&times;1-6
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Beholder|Omnivore|Rare|45-75 hp|Exceptional (15-16)|Nil|Fanatic (18)|Fl 3 (B)|1|1|Solitary|M <nobr>(4-6' in diameter)</nobr>|Magic|Anti-magic ray|45-49 hp: 11<br>50-59 hp: 9<br>60-69 hp: 7<br>70+ hp: 5|I,S,T|14,000|Lawful evil|0/2/7|Any remote|2-8
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Death Kiss|Carnivore|Very rare|1d8+76 hp|Average to high <nobr>(8-14)</nobr>|Nil|Fanatic (17)|Fl 9 (B)|1|10|Solitary|H (6-12' in diameter)|Blood drain|Regeneration|11|I,S,T|8,000|Neutral evil|4/6/8|Any remote|1-8
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Eye of the Deep|Omnivore|Very rare|10-12|Very (11-12)|Nil|Champion (15)|Sw 6|1|3|Solitary|S-M <nobr>(3-5' in diameter)</nobr>|Magic|Nil|10 HD: 11<br>11-12 HD: 9|R|4,000|Lawful evil|5|Deep ocean|2-8/2-8/1-6
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Gauth|Magic|Rare|6+6 or 9+9|Exceptional (15-16)|Nil|Champion to fanatic <nobr>(15-18)</nobr>|Fl 9 (B)|1|1|Solitary|L (4-6' in diameter)|Magic|Regeneration|6+6 HD: 13<br>9+9 HD: 11|B|6+6 HD: 6,000<br>9+9 HD: 9,000|Neutral evil|0/2/7|Any remote|3-12
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Orbus|Omnivore|Rare|5-10 HD|Non- (0)|Special|Average (10)|Fl 3 (B)|1-6|0|Ship|M (4-6' in diameter)|Nil|Anti-magic ray|N/A|Nil|270+|Neutral|10|Any space|Nil
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Spectator|Omnivore|Very rare|4+4|Very to high <nobr>(11-14)</nobr>|5%|Elite (14)|Fl 9 (B)|1|1|Solitary|M (4' in diameter)|Magic|Magic|15|See below|4,000|Lawful neutral|4/7/7|Any remote|2-5
['2140', '1049', '2428', '2102', '2104']|beholde1|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin I|Beholder and Beholder-kin I|Undead|None|Very rare|45-75 hp|Special|Nil|Fanatic (18)|Fl 2 (C)|1|1|Solitary|L <nobr>(4-6' in diameter)</nobr>|Magic|Anti-magic ray|45-49 hp: 11<br>50-59 hp: 9<br>60-69 hp: 7<br>70+ hp: 5|E|13,000|Lawful evil|0/2/7|Any|2-8
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Director|Omnivore|Very rare|12 (8)|Average (8-10)|20%|Fanatic (18)|15, Fl 3 (A)|2-5|2|Squad|H (8-10' in diameter)|Magic|Nil|9|G|10,000|Lawful evil|2 (4)|Any remote|2-8/2-8
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Examiner|Omnivore|Very rare|8|Genius (17-18)|25%|Steady (11)|Fl 6 (C)|1-6|1|Squad|M (4' in diameter)|Magic|Magic|13|V&times;4|6,000|Lawful neutral|5|Any remote|1-6 or by weapon
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Hive Mother|Omnivore|Very rare|20|Genius (17-18)|5%|Fanatic (18)|Fl 6 (A)|1|1|Solitary|H (8' in diameter)|Magic|Anti-magic|5|I,S,T|24,000|Lawful evil|0|Any remote|5-20
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Lensman|Insectivore|Very rare|2|Low (5-7)|Nil|Elite (14)|9|1-10|1|Squad|M (5' in diameter)|Nil|Magic|19|R|175|Neutral evil|3/7|Any remote|1-8 or by weapon
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Overseer|Omnivore|Very rare|14|Supra-genius (19-20)|35%|Champion (16)|1|1|1|Solitary|H (15' in diameter)|Magic|Magic|7|U|15,000|Lawful evil|2/7|Any remote|3-12
['2140', '1049']|beholde2|Advanced Dungeons & Dragons 2nd Edition|Beholder and Beholder-kin II|Beholder and Beholder-kin II|Watcher|Scavenger|Very rare|3+3|Semi- (2-4)|Nil|Average (10)|Fl 6 (A)|1-4|1|Solitary|L (6' in diameter)|Magic|Magic|17|Nil|420|Neutral|7|Any remote|3-18
['2140', '2117']|braimole|Advanced Dungeons & Dragons 2nd Edition|Brain Mole|Brain Mole|Brain Mole|Psionic energy|Very rare|1 hp|Animal (1)|Nil|Unsteady (5-7)|1, Br 3|1-3|0|Family|T (3&rdquo; long)|Psionic|Psionic|0|Nil|35|Neutral|9|Any/Below ground|Nil
['2140', '2122']|brokenon|Advanced Dungeons & Dragons 2nd Edition|Broken One|Broken One|Common|Varies|Rare|3|Low (5-7)|Nil|Unsteady (5-7)|9|3-12 (3d4)|1|Pack|M (4-7'tall)|See below|Regeneration|17|I,K,M|175|Neutral evil|7 (10)|Any land|1-6 (or by weapon)
['2140', '2122']|brokenon|Advanced Dungeons & Dragons 2nd Edition|Broken One|Broken One|Greater|Varies|Very rare|5|High (13-14)|Nil|Steady (11-12)|9|1-4 (1d4)|1|Pack|M (4-7' tall)|See below|Regeneration|15|I,K,M (Z)|650|Neutral evil|5 (8)|Any land|1d8 (or by weapon)
['2140', '2102']|brownie|Advanced Dungeons & Dragons 2nd Edition|Brownie|Brownie|Brownie|Vegetarian|Rare|½|High (13-14)|Nil|Steady (11-12)|12|4-16|1|Tribal|Tiny (2' tall)|Spells|Save as 9th-level cleric|20|O,P,Q|175|Lawful good|3|Temperate rural|1-2 (weapon)
['2140', '2102']|brownie|Advanced Dungeons & Dragons 2nd Edition|Brownie|Brownie|Killmoulis|Omnivore, scavenger|Uncommon|½|Average (8-10)|20%|Average (8-10)|15|1-3|0|Solitary|Tiny (under 1' tall)|See below|See below|20|K|35|Neutral (chaotic good)|6|Human areas|Nil
['2102', '2140']|bugbear|Advanced Dungeons & Dragons 2nd Edition|Bugbear|Bugbear|Bugbear|Carnivore|Uncommon|3+1|Low to average (5-10)|Nil|Steady to Elite (11-13)|9|2-8 (2d4)|1|Tribal|L (7' tall)|Surprise, +2 to damage|Nil|17|Individual: J,K,L,M, (B)|120<br>Leader/chief/shaman: 175|Chaotic evil|5 (10)|Any subterranean|2-8 (2d4) or by weapon
['2103', '2140']|bulette|Advanced Dungeons & Dragons 2nd Edition|Bulette|Bulette|Bulette|Carnivore|Very rare|9|Animal (1)|Nil|Steady (11)|14 (3)|1-2|3|Solitary|L (9½' tall, 12' long)|8' jump|Nil|11|Nil|4,000|Neutral|-2/4/6|Temperate/Any terrain|4-48/3-18/3-18
['2103', '2140']|bullywug|Advanced Dungeons & Dragons 2nd Edition|Bullywug|Bullywug|Bullywug|Carnivore|Rare|1|Low to average (5-10)|Nil|Average (10)|3, Sw 15 (9 in armor)|10-80|3 or 1|Tribal|S to M (4-7')|Hop|Camouflage|19|J,K,M,Q, (&times;5); C in lair|65|Chaotic evil|6 (better with armor)|Tropical, subtropical, and temperate/Swamp|1-2/1-2/2-5 or by weapon
['2140', '2102']|carrcraw|Advanced Dungeons & Dragons 2nd Edition|Carrion Crawler|Carrion Crawler|Carrion Crawler|Carnivore|Uncommon|3+1|Non- (0)|Nil|Special|12|1-6|8 or 1|Solitary|L (9' long)|Paralysis|Nil|17|B|420|Neutral|3/7|Subterranean|Special or 1-2
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Cheetah|Carnivore|Uncommon|3|Animal (1)|Nil|Average<br>(8-10)|15, sprint 45|1-4|3|Family group|M (4-4½' long)|Rear claws<br>1-2 each|Surprised<br>only on a 1|17|Nil|175|Neutral|5|Warm plains and grasslands|1-2/1-2/1-8
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Common Lion|Carnivore|Uncommon|5+2|Semi- (2-4)|Nil|Average<br>(8-10)|12|2-12 (2d6)|3|Pride|M (4½-6½' long)|Rear claws<br>2-7 (1d6+1) each|Surprised<br>only on a 1|15|Nil|650|Neutral|5/6|Warm plains and grasslands|1-4/1-4/1-10
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Giant Lynx|Carnivore|Rare|2+2|Very (11-12)|Nil|Average<br>(8-10)|12|1-4|3|Solitary|M (4½' long)|Rear claws<br>1-3 each|See below|19|Nil|175|Neutral|6|Subarctic forest|1-2/1-2/1-2
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Jaguar|Carnivore|Uncommon|4+1|Semi- (2-4)|Nil|Average<br>(8-10)|15|1-2|3|Solitary|L (5-6' long)|Rear claws<br>2-5 (1d4+1) each|Surprised<br>only on a 1|17|Nil|420|Neutral|6|Tropical jungle|1-3/1-3/1-8
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Leopard|Carnivore|Uncommon|3+2|Semi- (2-4)|Nil|Average<br>(8-10)|15|1-2|3|Solitary|M (4-4½' long)|Rear claws<br>1-4 each|Surprised<br>only on a 1|17|Nil|270|Neutral|6|Tropical jungle or forest|1-3/1-3/1-6
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Mountain Lion|Carnivore|Uncommon|3+1|Semi- (2-4)|Nil|Average<br>(8-10)|12|1-2|3|Solitary|M (4-5' long)|Rear claws<br>1-4 each|Surprised<br>only on a 1|17|Nil|270|Neutral|6|Any warm or temperate|1-3/1-3/1-6
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Smilodon|Carnivore|Uncommon|7+2|Animal (1)|Nil|Steady<br>(11-12)|12|1-2|3|Solitary|L (8-12' long)|Rear claws<br>2-8 (2d4)|Surprised<br>only on a 1|11(13)|Nil|1,400|Neutral|6|Subarctic to tropical forest|2-5 (1d4+1)/<br>2-5 (1d4+1)/<br>2-12 (2d6)
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Spotted Lion|Carnivore|Rare|6+2|Semi- (2-4)|Nil|Average<br>(8-10)|12|2-8 (2d4)|3|Pride|L (4½-6½' long)|Rear claws<br>2-8 (2d4) each|Surprised<br>only on a 1|15|Nil|975|Neutral|5/6|Warm plains and desert|1-4/1-4/1-12
['2140', '2102']|catgreat|Advanced Dungeons & Dragons 2nd Edition|Cat, Great|Cat, Great|Wild Tiger|Carnivore|Uncommon|5+5|Semi- (2-4)|Nil|Average<br>(8-10)|12|1-4|3|Solitary|L (6-9' long)|Rear claws<br>2-8 (2d4)|Surprised<br>only on a 1|15|Nil|650|Neutral|6|Subarctic to tropical forest|2-5 (1d4+1)/2-5 (1d4+1)/1-10
['2140', '2102']|catoblep|Advanced Dungeons & Dragons 2nd Edition|Catoblepas|Catoblepas|Catoblepas|Omnivore|Very rare|6+2|Semi- (2-4)|Nil|Steady (11-12)|6|1-2|1|Solitary|L (6' tall at shoulder)|Gaze causes death|Nil|15|(C)|975|Neutral|7|Any swamp|1-6 + stun
['2140']|catsmall|Advanced Dungeons & Dragons 2nd Edition|Cat, Small|Cat, Small|Domestic|Carnivore|Common|½|Animal (1)|Nil|Average (8-10)|9|1 (1-12)|2|Solitary|T (1' tall)|Rear claw rake, 1-2|See below|20|Nil|7|Neutral|6|Any inhabited|1-2/1 (claws/bite)
['2140']|catsmall|Advanced Dungeons & Dragons 2nd Edition|Cat, Small|Cat, Small|Elven|Carnivore|Rare|3+6|Semi- to low (2-7)|20%|Elite (13-14)|18|1|3|Solitary|T (1' tall)|See below|See below|17|Nil|650|Neutral|4|Temperate forest|1-2/1-2/1-3
['2140']|catsmall|Advanced Dungeons & Dragons 2nd Edition|Cat, Small|Cat, Small|Wild|Carnivore|Uncommon|1|Animal (1)|Nil|Average (8-10)|18|1 (2-5)|3|Solitary|T (1-2' tall)|Rear claw rake, 1-2/1-2|See below|19|Nil|35|Neutral|5|Any non-arctic|1-2/1-2/1-2
['2140', '2428', '2102', '2105']|cavefish|Advanced Dungeons & Dragons 2nd Edition|Cave Fisher|Cave Fisher|Cave Fisher|Carnivore|Rare|3|Semi- (2-4)|Nil|Steady (11-12)|1|1-4|2|Group|M (7' long)|Adhesive trapline|See below|17 or 15 (see below)|Any|175|Neutral|4|Subterranean|2-8 (2d4)/2-8 (2d4)
['2140', '2102', '2105']|centaur|Advanced Dungeons & Dragons 2nd Edition|Centaur|Centaur|Centaur|Omnivore|Rare|4|Low to average (5-10)|Nil|Elite (13-14)|18|1-8|3|Tribal|L (8-9' tall)|Nil|Nil|17|M,Q (D,I,T)|175<br>Leader: 270<br>Priest: 420|Neutral or chaotic good|5 (4)|Temperate forest|1-6/1-6 and weapon
['2140', '2102']|centiped|Advanced Dungeons & Dragons 2nd Edition|Centipede|Centipede|Giant|Carnivore|Common|2 hp|Non- (0)|Nil|Unsteady (5-7)|15|2-24|1|None|T (1')|Poison|Nil|20|Nil|35|Neutral|9|Any|Nil
['2140', '2102']|centiped|Advanced Dungeons & Dragons 2nd Edition|Centipede|Centipede|Huge|Carnivore|Common|1 hp|Non- (0)|Nil|Unsteady (5-7)|21|5-30|1|None|T (6&rdquo;)|Poison|Nil|20|Nil|35|Neutral|9|Any|Nil
['2140', '2102']|centiped|Advanced Dungeons & Dragons 2nd Edition|Centipede|Centipede|Megalo-|Carnivore|Very rare|3|Animal (1)|Nil|Average (8-10)|18|1-4|1|None|M (5')|Poison|Nil|17|Nil|175|Neutral|5|Any|1-3
['2140', '2102']|centiped|Advanced Dungeons & Dragons 2nd Edition|Centipede|Centipede|Tunnel Worm|Carnivore|Rare|9+3|Non- (0)|Nil|Steady (12)|6|1-6|1|Swarm|G (25'+)|Lunging|Nil|11|(M,N,Q)|1,400|Neutral|4|Subterranean|2-8
['2140', '2428', '2102']|chimera|Advanced Dungeons & Dragons 2nd Edition|Chimera|Chimera|Chimera|Omnivore|Rare|9|Semi- (2-4)|Nil|Elite (13-14)|9, Fl 18 (E)|1-4|6|Solitary or pride|L (5' tall at the shoulder)|Breath weapon|Nil|11|F|5,000|Chaotic evil|6/5/2|Any temperate to tropical|1-3/1-3/1-4/1-4/2-8 (2d4)/3-12 (3d4)
['2140', '2428', '2102']|chimera|Advanced Dungeons & Dragons 2nd Edition|Chimera|Chimera|Gorgimera|Omnivore|Very rare|10|Semi- (2-4)|Nil|Elite (13-14)|12, Fl 15 (E)|1|5|Solitary|L (5' tall at the shoulder)|Breath weapons|Nil|11|F|6,000|Neutral|5/2|Any temperate to tropical|1-3/1-3/2-8 (2d4)/2-12 (2d6)/3-12 (3d4)
['2140', '2104']|cloaker|Advanced Dungeons & Dragons 2nd Edition|Cloaker|Cloaker|Cloaker|Carnivore|Very rare|6|High (13-14)|Nil|Elite (13-14)|1, Fl 15 (D)|1-4|2 + special|Solitary|L (8' long)|See below|See below|15|C|1,400|Chaotic neutral|3 (1)|Any subterranean|1-6/1-6 + special
['2140', '2428', '2102']|cockatri|Advanced Dungeons & Dragons 2nd Edition|Cockatrice|Cockatrice|Cockatrice|Omnivore|Uncommon|5|Animal (1)|Nil|Steady (11-12)|6, Fl 18 (C)|1-6|1|Flock|S (3' tall)|Petrification|Nil|15|D|650|Neutral|6|Temperate to tropical, any terrain|1-3
['2140', '2428', '2102']|cockatri|Advanced Dungeons & Dragons 2nd Edition|Cockatrice|Cockatrice|Pyrolisk|Omnivore|Rare|6+2|Low (5)|Nil|Steady (11-12)|6, Fl 18 (C)|1-4|1|Flock|S (3' tall)|Gaze|Immune to fire|13|D|1,400|Neutral evil|6|Temperate to tropical, any terrain|1-4
['2140', '2102']|couatl|Advanced Dungeons & Dragons 2nd Edition|Couatl|Couatl|Couatl|Carnivore|Very rare|9|Genius (17-18)|Nil|Elite (13-14)|6, Fl 18 (A)|1-4|2|Solitary|L (12' long)|Poison, magic use|Etherealness|11|B,I|6,000|Lawful good|5|Tropical and subtropical jungles|1-3/2-8 (2d4)
