TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2153']|boowray|Ravenloft|Boowray|Boowray|Boowray|None|Rare|4|Very (11-12)|Nil|Champion (15-16)|12, Fl 24 (B)|1|1|Solitary|T (2' tall)|See below|+1 or better weapon to hit|17|Nil|1,400|Lawful evil|2|Temperate forest|1d4
['2153']|bruja|Ravenloft|Bruja|Bruja|Bruja|Omnivore|Very rare|8|Very (11-12)|25%|Champion (15-16)|15|1|2|Solitary|M (5-6' tall)|See below|See below|13|(D)|2,000|Chaotic good|0|Any Ravenloft but Tepest|1d6+6/1d6+6
['2145', '2153', '9414']|carrione|Ravenloft|Carrionette|Carrionette|Carrionette|None|Very rare|2|Average (8-10)|Nil|Fearless (19-20)|6|1 or 2d4|1|Solitary or pack|T (6&rdquo; to 2' tall)|Paralyzation and domination|See below|19|Nil|975|Chaotic evil|6|Odiare|1 point
['2153']|carrstal|Ravenloft|Carrion Stalker|Carrion Stalker|Carrion Stalker|Carnivore|Uncommon|4|Non- (0)|Nil|Average (9-10)|9|1d6|1 or 1d4+5|Solitary|T (12&rdquo; long)|Paralysis, spawning|Nil|17|(B)|650|Neutral|2|Any subterranean|1d6 or special
['2153']|catmidni|Ravenloft|Cat, Midnight|Cat, Midnight|Cat, Midnight|Life force|Very rare|3+6|Average (8-10)|25%|Elite (13-14)|18|1|3|Solitary|T (1' tall)|Spirit drain, curse|Nil|17|Nil|1,400|Lawful evil|4|Any non-arctic urban|1d2/1d2; rake 1d2/1d2
['2153']|catskele|Ravenloft|Cat, Skeletal|Cat, Skeletal|Cat, Skeletal|None|Uncommon|1|Non- (0)|Nil|Fearless (19-20)|18|4-40 (4d10)|3|Pack|T (1' tall)|Cling|Spell immunity|19|Nil|65|Neutral|6|Any|1d2/1d2; rake 1d2/1d2
['2153']|cloaresp|Ravenloft|Cloaker, Resplendent|Cloaker, Resplendent|Cloaker, Resplendent|Special|Very rare|6|High (13-14)|Nil|Unsteady (5-7)|12, Fl 15 (D)|1|0|Solitary|M (7' long)|See below|See below|15|Nil|2,000|Chaotic neutral|5|Ravenloft|Nil
['2153']|cloashad|Ravenloft|Cloaker, Shadow|Cloaker, Shadow|Cloaker, Shadow|Special|Very rare|6|High (13-14)|Nil|Elite (13-14)|12, Fl 15 (D)|1|2|Solitary|M (7' long)|Constitution drain|See below|15|Nil|2,000|Chaotic neutral|7|Ravenloft|1d6/1d6
['2153']|cloaunde|Ravenloft|Cloaker, Undead|Cloaker, Undead|Cloaker, Undead|Special|Very rare|6|High (13-14)|Nil|Elite (13-14)|3, Fl 15 (D)|1|2|Solitary|M (7' long)|Level drain, laceration|See below|15|C|2,000|Chaotic evil|3|Ravenloft|1d6/1d6
['2153']|corpcand|Ravenloft|Corpse Candle|Corpse Candle|Corpse Candle|None|Very rare|6|Average (8)|Nil|Elite (13-14)|12, Fl 24 (B)|1|1|Solitary|M (6' tall)|See below|Spell immunity, +1 or better weapon to hit|15|Nil|1,400|Chaotic neutral|4|Ravenloft|1-6
['1088', '2145', '2153']|deaheatr|Ravenloft|Death's Head Tree|Death's Head Tree|Death's Head Tree|Special|Rare|10 (plus 6 hp per head)|Semi- (2-4)|10%|Fearless (19-20)|0 (tree), Fl 6 (E) (heads)|Special|1 per head|Special|H (15-20' tall)|Seed spitting|Immune to fire|11|Special|5,000|Neutral evil|10 (trunk); 7 (branches/heads)|Temperate land|1 per seed (per head) or 1d4 per bite (per head)
['2153']|dopprave|Ravenloft|Doppelganger (Ravenloft)|Doppelganger (Ravenloft)|Doppelganger (Ravenloft)|Omnivore|Rare|5|High (13-14)|See below|Elite (13-14)|12|3-12|1|Clan|M (5' tall)|Surprise|See below|15|E|650|Neutral evil|5|Any|1-12 (fist) or by weapon
['2153']|famipseu|Ravenloft|Familiar, Pseudo-|Familiar, Pseudo-|Familiar, Pseudo-|Special (see below)|Very rare|Varies|High (13-14)|Nil|Steady (11-12)|Varies|1|Varies|Solitary|T (less than 2' tall)|See below|+2 or better to hit|Varies|Nil|Varies|Neutral evil|Varies|Ravenloft|Varies
['2153']|famiunde|Ravenloft|Familiar, Undead|Familiar, Undead|Familiar, Undead|Carnivore|Very rare|1+1|Low (5-7)|See below|Elite (13-14)|9|1|1|Solitary|T (2' or less)|See below|See below|19|Nil|1,400|Chaotic Evil|7|Ravenloft|1-4
['2153']|featserp|Ravenloft|Feathered Serpent|Feathered Serpent|Feathered Serpent|Carnivore|Rare|2+2|Highly (13-14)|Nil|Steady (11-12)|12, Fl 24 (C)|1-3|1|Solitary|H (15' long)|See below|Nil|19|X (E)|650|Chaotic evil|7|Tropical lands and subterranean|1-3
['2153', 'Dragon174']|fenhound|Ravenloft|Fenhound|Fenhound|Fenhound|Carnivore|Very rare|5|Animal (1)|65%|Fearless (19-20)|15|2d4|1|Pack|L (8' long)|Baying|+2 or better weapon to hit, spell immunity|15|Nil|2,000|Chaotic good|4|Moors and swamps of Ravenloft|1d10
['2153']|figucera|Ravenloft|Figurine, Ceramic|Figurine, Ceramic|Figurine, Ceramic|Nil|Very rare|4|Low (5-7)|Nil|Fearless (19-20)|12|1|1|Solitary|T (3-15&rdquo; tall)|See below|See below|17|Nil|975|Neutral|5|Sri Raji|1d4
['2153']|figucrys|Ravenloft|Figurine, Crystal|Figurine, Crystal|Crystal|Nil|Very rare|6|Low (5-7)|Nil|Fearless (19-20)|9|1|1|Solitary|T (6&rdquo; tall)|See below|See below|15|Nil|2,000|Neutral|4|Sri Raji|1d8
['2153']|figucrys|Ravenloft|Figurine, Crystal|Figurine, Crystal|Diamond|Nil|Very rare|6|Low (5-7)|Nil|Fearless (19-20)|9|1|1|Solitary|T (6&rdquo; tall)|See below|See below|15|Nil|3,000|Neutral|2|Sri Raji|1d8
['2153']|figuivor|Ravenloft|Figurine, Ivory|Figurine, Ivory|Figurine, Ivory|Nil|Very rare|4|Non- (0)|Nil|Fearless (19-20)|9|1|1 or 2|Solitary|T-L (2&rdquo;-11' tall)|See below|See below|17|Nil|975|Neutral|6|Sri Raji|1d4 or 2d8/2d6
['2153']|figuobsi|Ravenloft|Figurine, Obsidian|Figurine, Obsidian|Figurine, Obsidian|Nil|Very rare|4|Low (5-7)|Nil|Fearless (19-20)|9|1|1|Solitary|T (1-12&rdquo; tall)|See below|See below|17|Nil|650|Neutral|6|Sri Raji|1d8
['2153']|figuporc|Ravenloft|Figurine, Porcelain|Figurine, Porcelain|Figurine, Porcelain|Nil|Very rare|6|Low (5-7)|Nil|Fearless (19-20)|12|1|3|Solitary|T-L (3&rdquo;-9' long)|See below|See below|15|Nil|3,000|Neutral|1|Sri Raji|2-5/2-5/1-10
['2153', '9439']|fleaofma|Ravenloft|Fleas of Madness|Fleas of Madness|Fleas of Madness|Blood|Rare|N/A|Non- (0)|Nil|Nil|3|Hundreds|See below|Infestation|T|Madness|Nil|See below|Nil|270 per infestation|Neutral|N/A|Temperate or tropical lands|Special
['2153']|furies|Ravenloft|Furies|Furies|Furies|Nil|Unique|7|Exceptional (15-16)|Nil|Fearless (19-20)|6, Fl 15 (C)|3|3|Triune|M (6' tall)|Attribute drain|See below|13|Nil|5,000 per sister|Lawful evil|7|Ravenloft|1-4/1-4/1-6: rake 1-4/1-4
['1053', '2153']|geist|Ravenloft|Geist|Geist|Geist|Nil|Very rare|Nil|Varies|Special|Fearless (19-20)|Fl 12 (A)|1|Nil|Solitary|M (6' tall)|Panic|Invulnerable|Nil|Nil|0|Varies|10|Any (border ethereal)|Nil
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Bear|None|Very rare|5+5|Semi- (2-4)|Nil|Fearless (19-20)|12|1|3|Solitary|L (9' tall)|Age|Ethereal|15|R|2,000|Lawful evil|0 or 8|Temperate land|1d3/1d3/1d6
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Boar, Wild|None|Very rare|3+3|Semi- (2-4)|Nil|Fearless (19-20)|15|1|1|Solitary|M (5' long)|Age|Ethereal|17|R|1,400|Lawful evil|0 or 8|Temperate land|3d4
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Horse, Wild|None|Very rare|2+2|Animal (1)|Nil|Fearless (19-20)|24|1|1|Solitary|L (8-9' long)|Age|Ethereal|19|R|975|Lawful evil|0 or 8|Any nonmountainous|1d3
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Lion, Mtn.|None|Very rare|3+1|Semi- (2-4)|Nil|Fearless (19-20)|12|1|3|Solitary|M (4-5' long)|Age|Ethereal|17|R|1,400|Lawful evil|0 or 8|Warm or temperate|1d3/1d3/1d6
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Stag|None|Very rare|3|Animal (1)|Nil|Fearless (19-20)|24|1|1 or 2|Solitary|L (8' tall)|Age|Ethereal|17|R|1,400|Lawful evil|0 or 8|Temperate land|1d3/1d3 or 2d4
['2153']|ghosanim|Ravenloft|Ghost, Animal|Ghost, Animal|Wolf|None|Very rare|3|Low (5-7)|Nil|Fearless (19-20)|18|1|1|Solitary/Pack|S (3-4' long)|Age|Ethereal|17|R|1,400|Lawful evil|0 or 8|Non-tropical land|1d4+1
['2153', '9439']|golervfl|Ravenloft|Golem, Flesh (Ravenloft)|Golem, Flesh (Ravenloft)|Golem, Flesh (Ravenloft)|None|Very rare|9 (40 hp)|Average (8-10)|Special|Fearless (19)|12|1|2 (fists)|Solitary|Large (7-8' tall)|Strangulation|See below|11|Nil|5,000|Chaotic neutral|6|Any|2d8/2d8
['2153']|golervmi|Ravenloft|Golem, Mist (Ravenloft)|Golem, Mist (Ravenloft)|Golem, Mist (Ravenloft)|None|Very rare|18 (90 hp)|Low (5-7)|25%|Fearless (19-20)|9|1|2|Solitary|L (12' tall)|See below|See below|3|Nil|14,000|Chaotic evil|-2|Ravenloft|3d6/3d6
['2153']|golervwx|Ravenloft|Golem, Wax (Ravenloft)|Golem, Wax (Ravenloft)|Golem, Wax (Ravenloft)|None|Very rare|8|Average (8-10)|Nil|Fearless (19-20)|12|1-25|1|Solitary|M (5-6' tall)|See below|See below|13|Nil|5,000|Neutral|4|Ravenloft|2d6
['2153']|golevsng|Ravenloft|Snow Golem (Greater)|Snow Golem (Greater)|Snow Golem (Greater)|None|Very rare|12|Semi- (2-4)|Nil|Fearless (19-20)|9|1|2|Solitary|L (11' tall)|See below|See below|9|Nil|7,000|Neutral|1|Arctic lands and mountain tops|2-24
['2153', '1053']|gremishk|Ravenloft|Gremishka|Gremishka|Gremishka|Omnivore|Rare|½ (1-4 hit points)|High (13-14)|Nil|Unsteady (5-7)|12|3-18 (3d6)|1|Swarm|T (2' tall)|Swarm|+4 on saving throws|20|Z|35|Chaotic evil|4|Ravenloft|1-3
['2153']|hagspect|Ravenloft|Hag, Spectral|Hag, Spectral|Annis|Nil|Very rare|8|High (13-14)|20%|Champion (15-16)|15, Sw 12|1-3|1|Covey|L (8' tall)|See below|See below|13|(D)|7,000|Chaotic evil|0|Any land|1d8+6
['2153']|hagspect|Ravenloft|Hag, Spectral|Hag, Spectral|Green|Nil|Very rare|9|High (13-14)|35%|Fanatic (17-18)|15, Sw 12|1-3|1|Covey|M (6' tall)|See below|See below|11|(X,F)|7,000|Neutral evil|-2|Any land or river|1d8+6
['2153']|hagspect|Ravenloft|Hag, Spectral|Hag, Spectral|Sea|Nil|Very rare|6|Very (11-12)|50%|Champion (15-16)|15, Sw 15|1-3|1|Covey|M (6' tall)|See below|See below|15|(C,Y)|5,000|Chaotic evil|2|Any water|1d8+6
['2153']|headhunt|Ravenloft|Head Hunter|Head Hunter|Head Hunter|Carnivore|Rare|5+5|Average (8-10)|20%|Very steady (13-14)|6, Wb 12|1-3|1|Solitary|T (1' diameter)|Poison|Nil|15|Nil|1,400|Neutral evil|3|Ravenloft|2-8 (2d4)
['2153']|hearfien|Ravenloft|Hearth Fiend|Hearth Fiend|Hearth Fiend|Special|Very rare|Varies|Low (5-7)|Nil|Elite (13-14)|See below|1|1|Solitary|Varies|Firebolt &amp; charm|Hit only by magical weapons|Varies|Nil|Varies|Chaotic evil|0|Open fires (Ravenloft only)|Varies
['2153']|hebinoon|Ravenloft|Hebi-No-Onna|Hebi-No-Onna|Hebi-No-Onna|Omnivore|Very rare|14|Genius (17-18)|Nil|Fanatic (17-18)|12, Sw 12|1|3|Solitary|M (4-5')|See below|See below|7|U (A)|10,000|Lawful evil|0|Rokushima Táiyoo and Sri Raji|1-6/1-6/1 point
['2153']|hounphan|Ravenloft|Hound, Phantom|Hound, Phantom|Hound, Phantom|Nil|Very rare|2+2|Semi- (2-4)|Nil|Steady (11-12)|18|1-6|1|Solitary or pack|M (5-6' long)|Fear check & poison|+1 or better weapon to hit|19|P (X,Y)|175|Neutral|6|Ravenloft|2-8 (2d4)
['2153']|hounskel|Ravenloft|Hound, Skeletal|Hound, Skeletal|Hound, Skeletal|Nil|Very rare|1-1|Non- (0)|See below|Fearless (19-20)|6|2-20 (2d10)|1|Solitary or pack|S-M (3-5')|Nil|See below|20|Nil|65|Neutral|8|Ravenloft|1-4
['2153']|impwishi|Ravenloft|Imp, Wishing|Imp, Wishing|Imp, Wishing|Carnivore|Very rare|3 (20 hit points)|Very (11-12)|100%|Fearless (19-20)|6, Fl 18 (B)|1|1|Unique|T (1' tall)|Disease|See below|17|O|5,000|Chaotic evil|0|Ravenloft|1-2
['2153']|ivycrawl|Ravenloft|Ivy, Crawling|Ivy, Crawling|Ivy, Crawling|Blood/body fluids|Very rare|7 or 8|Semi- (2-4)|Nil|Steady (11)|6|3-10 (1d8+2)|2|Colony|G (4' per Hit Die)|Entangle and blood drain|Spell immunities|13|Nil|7 HD: 1,400<br>8 HD: 2,000|Neutral|6|Temperate lands|1-6
['2153']|jackfros|Ravenloft|Jack Frost|Jack Frost|Jack Frost|Body heat|Rare|5|Low (5-7)|Nil|Champion (15-16)|12, Fl 18 (C)|3-30 (3d10)|1|Flurry|S (3-4' tall)|See below|See below|15|B|3,000|Neutral evil|0 or 5|Arctic lands &amp; mountain tops|2d4 or 1d6
['2153']|jollroge|Ravenloft|Jolly Roger|Jolly Roger|Jolly Roger|None|Rare|6+2|Average (8-10)|Nil|Fearless (19-20)|9, Sw 12|1|1|Solitary|M (6' tall)|See below|Spell immunity, +2 or better weapon to hit|15|R|2,000|Chaotic evil|4|Sea of Sorrows|1-6
['2153']|kizoku|Ravenloft|Kizoku|Kizoku|Kizoku|Life energy|Very rare|10|Exceptional (15-16)|20%|Fanatic (17-18)|12, Fl 18 (C)|1|1|Solitary|M (6' tall)|Energy drain &amp; spell use|Reanimation|11|Z|9,000|Lawful evil|0|Rokushima Táiyoo|1d10
['2153']|lashweed|Ravenloft|Lashweed|Lashweed|Lashweed|Blood|Rare|4|Semi- (2-4)|20%|Fearless (19-20)|9|2-20 (2d10)|4|Patch|M (5' tall)|Spit poison &amp; entangle|Spell immunity|17|Nil (I)|270|Neutral|7|Ravenloft|1d4 (&times;4)
['2153']|leecmagi|Ravenloft|Leech, Magical|Leech, Magical|Leech, Magical|Magical energy|Uncommon|1 hit point|Non- (0)|99%|Steady (11-12)|0, Sw 3|5-30 (5d6)|0|Solitary|T (1&rdquo; long)|Magic drain &amp; energy burst|Magic Resistance|20|Nil|15|Neutral|10|Ravenloft wetlands|Nil
['2153']|leecpsio|Ravenloft|Leech, Psionic|Leech, Psionic|Leech, Psionic|Psionic energy|Uncommon|1 hit point|Non- (0)|Nil|Steady (12)|0, Sw 3|5-30 (5d6)|0|Solitary|T (1')|Psionic Drain|Nil|20|Nil|15|Neutral|10|Ravenloft wetlands|Nil
['2153']|lichdefi|Dark Sun|Lich, Defiler|Lich, Defiler|Lich, Defiler|None|Very rare|11+|Supra-genius (19-20)|Nil|Fanatic (17)|6|1|1|Solitary|M (6')|See below|+1 or better weapons to hit|9|R,X (E)|8,000|Chaotic evil|0|Athas or Ravenloft|By weapon or 1d10
['2153']|lichdrow|Ravenloft|Lich, Drow|Lich, Drow|Drider|Nil|Very rare|11|Genius (17-18)|Varies|Elite (13-14)|12|1|1|Solitary|L (9' tall)|See below|See below|9|Z (G)|9,000|Chaotic evil|-1|Subterranean|1d4
['2153']|lichdrow|Ravenloft|Lich, Drow|Lich, Drow|Drow|Nil|Very rare|11|Supra-genius (19-20)|Varies|Elite (13-14)|12|1|1|Solitary|M (6' tall)|See below|See below|9|U (G)|9,000|Chaotic evil|0|Subterranean|1d10
['2153']|lichelem|Ravenloft|Lich, Elemental|Lich, Elemental|Lich, Elemental|None|Very rare|11|Supra-genius (19-20)|Nil|Fanatic (17-18)|6|1|1|Solitary|M (6' tall)|See below|+1 or better weapon to hit|9|W (C)|25,000|Chaotic evil|0|Ravenloft|By weapon or 1d10
['2145', '2153', '11507', 'Dragon174']|lichpsio|Dark Sun|Lich, Psionic|Lich, Psionic|Lich, Psionic|Psionic energy|Very rare|9+18|Supra-genius (19-20)|Nil|Fanatic (17-18)|6|1|1|Solitary|M (6' tall)|Psionics, mind strike, &amp; psionic draining|Psionics, spell immunity, &amp; +1 or better weapon to hit|11|A|16,000|Any evil|0|Ravenloft or Athas|1d8+2
['2153']|livitatt|Ravenloft|Living Tattoo|Living Tattoo|Dark Man|Nil|Very rare|3+3|Low (5-7)|Nil|Steady (11-12)|12|1|1|Bonded|M (6')|Strength drain|+1 or better;<br>spell immunity|17|Nil|420|Chaotic neutral|7|Nightmare Lands|2-5
['2153']|livitatt|Ravenloft|Living Tattoo|Living Tattoo|Living Spear|Nil|Rare|2+2|Animal (1)|Nil|Steady (11-12)|Nil|1-2|1|Bonded|M (4-5')|Poison|+1 or better;<br>spell immunity|19|Nil|420|Neutral|1|Nightmare Lands|2-7 (1d6+1)
['2153']|livitatt|Ravenloft|Living Tattoo|Living Tattoo|Panther|Nil|Rare|3+2|Semi- (2-4)|Nil|Steady (11-12)|15|1|3|Bonded|M (5-6')|Surprise, rear claw rake|+1 or better,<br>surprised on 1|17|Nil|270|Neutral|6|Nightmare Lands|1-3/1-3/1-8
['2153']|livitatt|Ravenloft|Living Tattoo|Living Tattoo|Raven|Nil|Rare|2+2|Very (11-12)|Nil|Elite (13-14)|1, Fl 36 (B)|1|1|Bonded|S (3')|<i>Detect lie</i>|+1 or better,<br>resist illusions|19|Nil|420|Neutral good|6|Nightmare Lands|3-6 (1d4+2)
['2153']|livitatt|Ravenloft|Living Tattoo|Living Tattoo|Winged Snake|Nil|Very Rare|4+4|Average (8-10)|Nil|Elite (13-14)|12, Fl 18 (B)|1|1|Bonded|M (4-5')|Poison, spark shower|+1 or better,<br>resist electricity|17|Feathers|975|Neutral|5|Nightmare Lands|1-4
['1053', '2153']|lycaloga|Ravenloft|Lycanthrope, Loup-garou|Lycanthrope, Loup-garou|Lowland|Carnivore|Very rare|5+4|High (13-14)|20%|Elite (13-14)|12, 15, or 18|2d6|3 or 1|Pack|M (6-7' tall)|Surprise|Hit only by +1 or silver|15|K,M|2,000|Chaotic evil|4|Temperate forests &amp; hills|1d4/1d4/2d4 or 2d4
['1053', '2153']|lycaloga|Ravenloft|Lycanthrope, Loup-garou|Lycanthrope, Loup-garou|Mountain|Carnivore|Very rare|7|High (13-14)|40%|Elite (13-14)|12, 15, or 18|1d10+2|3 or 1|Pack|M (6-7' tall)|Surprise|Hit only by +1 or gold, regeneration|13|R|4,000|Chaotic evil|3|Temperate hills &amp; mountains|1d4/1d4/2d4 or 2d4
['2153']|lycawejc|Ravenloft|Lycanthrope, Werejackal|Lycanthrope, Werejackal|Lycanthrope, Werejackal|Carnivore|Rare|6|Average to High (10-14)|Nil|Steady (12)|15|1|3|Solitary|M|See below|Hit only by +1 or better weapons|15|K|True: 975<br>Cursed: 420|Lawful evil|5|Har'Akir|1d6/1d6/1d10
['2153', '9416']|lycawejr|Ravenloft|Lycanthrope, Werejaguar (Ravenloft)|Lycanthrope, Werejaguar (Ravenloft)|Lycanthrope, Werejaguar (Ravenloft)|Carnivore|Rare|5|Average to high (10-14)|Nil|Elite (14)|18|1, 3-18 (3d6)|3|Tribal|M|Nil|+1 or better weapon to hit|15|Nil (I)|True: 650<br>Cursed: 420|Lawful neutral|5|Jungle|1d4/1d4/1d6
['2153']|lycawele|Ravenloft|Lycanthrope, Wereleopard|Lycanthrope, Wereleopard|Lycanthrope, Wereleopard|Carnivore|Uncommon|5|Low to high (5-14)|Nil|Steady (12)|18|3-18 (3d6)|3|Tribal|M|Hamstring|Nil|15|K (I)|True: 650<br>Cursed: 420|Lawful neutral to evil|5|Arid prairies and mountains|1d4/1d4/1d6
['2153']|lycawery|Ravenloft|Lycanthrope, Wereray|Lycanthrope, Wereray|Lycanthrope, Wereray|Carnivore|Uncommon|5|Average (8-10)|Nil|Steady (11-12)|Sw 12|3-18 (3d6)|2|School|M|Sting|+1 or better weqppn to hit|15|(D)|True: 650<br>Cursed: 420|Chaotic evil|5|Sea of Sorrows|1d6/1d8
['2153', '9348']|mistfema|Ravenloft|Mist Ferryman|Mist Ferryman|Mist Ferryman|Carnivore|Rare|4|Low (5-7)|Nil|Average (8-10)|12|1|3|Solitary|M (6' tall)|Disease|+1 or better weapons to hit|17|Nil|420|Neutral evil|3|Mists and fog banks|1d6/1d6/1d8
['2153']|moorman|Ravenloft|Moor Man|Moor Man|Moor Man|Carnivore|Uncommon|4+2|Average (8-10)|Nil|Unsteady (5-7)|12|4-24 (4d6)|1|Tribal|M|See below|See below|17|M (I)|270|Chaotic evil|8|Moors|By weapon
['2153']|obedient|Ravenloft|Obedient|Obedient|Obedient|Omnivore|Common|Varies|Average to high (10-15)|Nil|Elite (14)|12|1|1|See below|M|Nil|Nil|Varies|M|Varies|See below|10 (by armor type)|Dementlieu|By weapon
['1053', '2153']|odem|Ravenloft|Odem|Odem|Odem|None|Very rare|N/A|Very (11-12)|See below|Fearless (19-20)|9|1|1|Solitary|N/A|Domination|Immune to physical damage|N/A|Nil|1,000|Chaotic evil|N/A|Any land|Nil
['2153']|paka|Ravenloft|Paka|Paka|Paka|Carnivore|Rare|Varies|Average to supra-genius (8-19)|20%|Steady (11-12)|15|3d6|2|Pride|M|Springing|Healing|By class|U|1,000|Chaotic evil|6|Ravenloft|1d6/1d6 or by weapon
['2153']|planblro|Ravenloft|Plant, Blood Rose|Plant, Blood Rose|Plant, Blood Rose|Blood|Uncommon|10|Non- (0)|Nil|N/A|0|3-36 (3d12)|1|Patch|S (4')|Blood drain|Nil|11|U|2,000|Nil|10|Ravenloft core domains|1d2 + target's AC
['2153']|planfewe|Ravenloft|Plant, Fearweed|Plant, Fearweed|Plant, Fearweed|Carrion|Uncommon|1|Nil|Nil|Nil|0|2-20 (2d10)|Nil|Patch|S (2' tall)|Cause fear|Nil|20|R|120|Neutral|10|Ravenloft core domains|Nil
['2153']|radispir|Ravenloft|Radiant Spirit|Radiant Spirit|Radiant Spirit|Nil|Very rare|10|Genius (17-18)|Nil|Special|9|1|1|Solitary|M (5-6' tall)|Blinding rays|See below|11|E,S|1,000|Lawful evil|8|Ravenloft|1-10
['2153']|recluse|Ravenloft|Recluse|Recluse|Recluse|Omnivore|Uncommon|3|Very to exceptional (11-16)|Nil|Unsteady (5-7)|12|1|1|Solitary|M|Haunting|Nil|17|K|35|Neutral|10|Ravenloft|1d4
['2153', '9364']|remnaqua|Ravenloft|Remnant, Aquatic|Remnant, Aquatic|Remnant, Aquatic|Nil|Rare|3|Average (8-10)|Nil|Average (8-10)|Sw 36|Varies|1|Solitary or group|S|See below|See below|17|Nil|3,000|Chaotic neutral|0 or 8|Any aquatic|See below
['2153']|rushligh|Ravenloft|Rushlight|Rushlight|Rushlight|None|Uncommon|6|Average (8-10)|30%|Steady (11-12)|Fl 18 (A)|1|1|Solitary|S (2' diameter)|Ignition|Spell resistance|15|Nil|1,400|Chaotic evil|4|Ravenloft|Nil
['2153']|seaspama|Ravenloft|Sea Spawn, Master|Sea Spawn, Master|Sea Spawn, Master|Carnivore|Rare|10|Average (8-10)|Nil|Steady (11-12)|9, Sw 9|1|3|Solitary|M (7')|See below|Nil|11|J|4,000|Lawful evil|5|Sea of Sorrows|1d6/1d6/1d10
