TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2118', '2602']|aasiplan|Planescape|Aasimon, Planetar|Aasimon, Planetar|Aasimon, Planetar|Omnivore|Very rare|14|Genius (17-18)|75%|Fearless (19-20)|15, Fl 48 (B)|1|3|Solitary|L (8' tall)|Vorpal weapon + special|Never surprised, regeneration|7 (+6 Strength and weapon bonus)|Nil|20,000|Any good|-7|Upper Planes|1d10+10 (strength and magical bonus)
['2118', '2602']|aasisola|Planescape|Aasimon, Solar|Aasimon, Solar|Aasimon, Solar|Omnivore|Very rare|22 (177 hp)|Supra-genius (19-20)|85%|Fearless (19-20)|18, Fl 48 (B)|1|4|Solitary|L (9' tall)|Vorpal severing, arrows of slaying|See below|5 (+5 weapon bonus)|Nil|32,000|Any good|-10|Upper Planes|2d20+16
['2145', '2132', '1085']|aballin|Fiends Folio|Aballin|Aballin|Aballin|Omnivore|Uncommon|3|Average (8-10)|Nil|Elite (13-14)|6, Sw 15|1d4|1|Solitary|L (10' tall)|Drowning|See below|17|1|270|Neutral|4|Temperate or tropical/wilderness or subterranean|See below
['Dungeon23']|abhir|Planescape|Abhir|Abhir|Abhir|Carnivore|Rare|7+7|High (13-14)|50%|Champion (15)|12|13 or 14|7|Small group or solitary|L (7' tall, 30' long)|See below|+1 or better weapon to hit|13|G|10,000 (includes use of magical weapons)|Chaotic evil|-7/-5|Any/Land|2-8 (constriction) and by weapon type (&times;6)
['2140', '2103']|aboleth|Advanced Dungeons & Dragons 2nd Edition|Aboleth|Aboleth|Aboleth|Omnivore|Very rare|8|High (13-14)|Nil|Elite (13)|3, Sw 18|1d4|4|Brood|H (20' long)|See below|Slime|13|F|5,000|Lawful evil|4|Tropical and temperate/Subterranean|1-6 (&times;4)
['2158', '1125']|aboleths|Advanced Dungeons & Dragons 2nd Edition|Aboleth, Savant|Aboleth, Savant|Aboleth, Savant|Omnivore|Very rare|12+12|Exceptional to Supra-genius (15-19)|Nil|Champion (16)|3, Sw 18|1|4|Brood/Community|H (20' long)|Spells, aboleth glyphs, frenzy, domination, tentacle toxin|Spells, aboleth glyphs, slime, mucus cloud, detect invisible (75% chance within 60')|7|Nil (F, U)|13,000<br>Spellcaster 9+ level 14,000<br><i>Comp. Master Glyph</i> creator 15,000|Lawful evil|2|Subterranean|1d6 + special (x4)
['11347']|abomdiir|Advanced Dungeons & Dragons 2nd Edition|The Abomination of Diirinka|The Abomination of Diirinka|The Abomination of Diirinka|Life energy, minerals|Unique|20 (140 hit points)|Not Ratable|30%|Fearless (19-20)|9, Br 9|1|6|Solitary|H (12' tall)|Rend, energy drain, surprise|Immmunities, regeneration, spell turning|1|Nil|22,000|Chaotic Evil|-3|Subterranean|2d4+4/2d4+4/2d4+4/ 1d3/ 1d3/ 1d3
['2613']|abrian|Planescape|Abrian|Abrian|Abrian|Carnivore|Common|2+3|Low (5-7)|Nil|Unsteady (5-7)|18|4-40|1 beak and 1 kick|Flock|M (7'tall)|Shriek|Nil|17|J,K,M, (B)|175|Chaotic evil|6|Outlands, Lower Planes|1d3/1d8
['2432']|absalom|Dark Sun|Absalom (Unique Morg)|Absalom (Unique Morg)|Absalom (Unique Morg)|Nil|Unique|17 (97 hit points)|Exceptional (16)|Nil|Fanatic (18)|9|1|1|Solitary|M (7 feet tall)|See below|See below|10|V, Y|10,000|Lawful Evil|4|New Giusetenal|3-18 or 1-8+5
['2145', 'Dragon193']|abyssant|Planescape|Abyss Ant|Abyss Ant|Abyss Ant|Carnivore|Uncommon (Abyss) or very rare (Prime)|3|Low (5-7)|Nil|Fearless (19-20)|18|5d6 (½10)|2|Colony|S (2' long)|Spit acid|See below|17|Nil|175|Neutral evil|3|The Abyss, or temperate forests, hills, and plains of the Prime Material Plane|1d6 (bite)/1d6+2 (sting)
['2607', '2132']|achaiera|Fiends Folio|Achaierai|Achaierai|Achaierai|Carnivore|Very rare|Body 40 hp; Legs 15 hp each|Average (8-10)|35%|Special|18|14|3|Small Flocks|H (15' tall)|Nil|Toxic Smoke|17 (claws)/1 (beak)|F|2,000|Chaotic evil|8 (Legs AC -1)|Subterranean|1-8/1-8/1-10
['2501']|actaeon|Mystara|Actaeon|Actaeon|Actaeon|Herbivore|Rare|11|Very (11-12)|Nil|Champion (15)|15|1|3|Solitary|L (9' tall)|Polymorph breath, summoning|Camouflage|9|P (B)|4,000|Neutral|3|Temperate forest|1d6+6 (spear)/1d6+6 (spear)/2d8 (antlers)
['2158', '9449']|addazahr|Al-Qadim (Forgotten Realms)|Addazahr|Addazahr|Addazahr|Omnivore|Uncommon|1 hp|Animal (1)|Nil|Unsteady (6)|6, Fl 18 (B)|6-60|1|Swarm|T (2&rdquo; long)|Disease|Nil|20|Nil|15|Neutral|4|Tropical, subtropical, and temperate/Desert, hills, plains|1 + disease
['2132']|adherer|Fiends Folio|Adherer|Adherer|Adherer|Carnivore|Rare|4|Semi- (2-4)|Special|Steady (12)|9|1-4|1|Pack|M (5-6' tall)|Adhesion|Adhesion|17|Nil|650|Lawful evil|3|Temperate/Forest|1-3
['2615']|aeserpen|Planescape|Aeserpent|Aeserpent|Aeserpent|Carnivore|Very rare|7|Low (5-7)|Nil|Steady (11-12)|18|1 (or mated pair; see <q>Habitat/Society</q>)|1|Solitary|L (20' long)|Venom, swallows whole|Invisible in darkness|13|Nil|2,000|Neutral|3 (-1 in darkness)|Beastlands|2d4+1
['1091', '2145']|afanc|Al-Qadim (Forgotten Realms)|Afanc|Afanc|Afanc|Carnivore|Very rare|15|Low (5-7)|Nil|Elite (13)|Sw 15 (see below)|1|1 or 2|Solitary|G (50' long)|Whirlpool, swallows whole|Nil|5|See below|11,000|Neutral (evil)|6|Warm ocean waters|5d4 or 3d4/3d4
['2501']|agarat|Mystara|Agarat|Agarat|Agarat|Scavenger|Very rare|4+3|Low (7)|Nil|Fearless (20)|9|1d8|3|Pack|M (5-7' tall)|Scream|See below|15|R (B,T)|975|Chaotic evil|4|Any land|1d3 (claw)/1d3 (claw)/1d3 (bite)
['1088']|aggie|Ravenloft|Aggie|Aggie|Aggie|Special|Unique|13|Very (11-12)|20%|Champion (16)|Sw 12|1|1|Solitary|G (100')|Breath weapon, spells|+1 or better weapon needed to hit, <i>fear</i>|7|B|11,000|Chaotic evil|-3|Special|3d8
['Dragon268']|agrutha|Dragon Magazine|Agrutha|Agrutha|Agrutha|Carnivore|Very rare|4+3|Low (5-7)|Nil|Champion (15-16)|6, swim 12|1-8|3 or 1|Tribal|M (7-8' tall)|Nil|Nil|17|D|120<br>Leader: 175<br>Shaman: 175|Neutral|5|Temperate swamp|1-4/1-4/1-6 or 1-10
['9333']|ahuizotl|Maztica (Forgotten Realms)|Ahuizotl|Ahuizotl|Ahuizotl|Carnivore|Very rare|10-12|Average (8-10)|Nil|Steady (12)|9, Sw 12|1 (2-5)|4|Solitary|H (18' long + 9' tail)|Breath weapon, rear claws for 2-5 (1d4 +1) each|Nil|10 HD: 11<br>11-12 HD: 9|I,U&times;10|10 HD: 9,000<br>11 HD: 10,000<br>12 HD: 11,000|Chaotic neutral|2|Tropical and subtropical waters|1-6/1-6/3-18/2-20
['2118']|airsenti|Planescape|Air Sentinel|Air Sentinel|Air Sentinel|None (see below)|Uncommon|5+1|High (13-14)|Nil|Steady (11-12)|Fl 36 (A)|2-8|2|Family|M (6' tall)|Shocking hug|Missile deflection|15|Z|975|Chaotic good|6|Twin Paradises/Bytopia (Shurrock)|1-6/1-6
['2153']|akikage|Ravenloft|Akikage|Akikage|Akikage|None|Very rare|6+3|High (13-14)|Nil|Fanatic (17-18)|12|1|4|Solitary|M (6' tall)|Death blow|+2 or better weapon to hit; spell immunity|13|Nil|3,000|Lawful evil|1|Rokushima|1d6 (&times;4)
['2125', '2166']|alaghi|Forgotten Realms|Alaghi|Alaghi|Alaghi|Omnivore|Very rare|9|Low (5-7)|Nil|Steady (11-12)|12|2-5|2|Family groups|L (6' tall with large girth)|Missile weapons|Stealth|11|I (no coins),Q|Adult: 2,000<br>Young: 120<br>Elder: 5,000<br>Hermit: 6,000<br>|Neutral|4|Temperate/mountainous forests|2-12/2-12 or by weapon type (+5 Strength bonus)
['2109']|albari|Spelljammer|Albari|Albari|Albari|Omnivore|Very rare|6|Exceptional (15-16)|75%|Steady (11-12)|1, Fl 33 (B)|1|2|Solitary|S (3-4' tall)|See below|See below|15|Any or nil|4,000|Chaotic neutral|8|Any|1-3/1-3 or 1-2/1-3
['2119']|alchplan|Spelljammer|Alchemy Plant|Alchemy Plant|Alchemy Plant|Special|Very rare|1|Semi- (2-4)|Nil|Nil|0|1|0|Single Plant|S (1-3' tall)|Nil|See below|0|Nil|25|Neutral|See below|Any|Nil
['2600']|aleax|Planescape|Aleax|Aleax|Aleax|None|Very rare|See below|Genius (17-18)|See below|Fearless (20)|12, Fl 12 (A)|1|See below|Solitary|M|See below|Regeneration|See below|Any|See below|Any|See below|Outer Planes|See below
['2132']|algoid|Fiends Folio|Algoid|Algoid|Algoid|Omnivore|Very rare|5|Semi- (2-4)|See below|Steady (11)|6|1-6|2|Pack|M (5-7' tall)|Stun|Immune to edged weapons of less than +2 bonus|15|D&times;½|420|Chaotic neutral|5|Temperate swamp|1-10/1-10
['2125']|alguduir|Forgotten Realms|Alguduir|Alguduir|Adult|Carnivore|Rare|4+4|Low to average (5-10)|40%|Elite (13-14)|6, Fl 21 (B), Sw 14|1-2|5|Solitary|M (7' long)|Nil|Spell reflection|17|Nil|975|Neutral|6|Marshes|1-6 (bill)/2-5 &times;2 (front claws)/2-4 &times;2 (rear claws)
['2125']|alguduir|Forgotten Realms|Alguduir|Alguduir|Young|Carnivore|Rare|1+1|Low (5-7)|40%|Unreliable (2-4)|4, Fl 16 (C), Sw 12|1-2|3|Family|S (1-4' long)|Nil|Spell reflection|20|Nil|420|Neutral|8|Marshes|1-4 (bill)/1-2 &times;2 (front claws)
['1083', '2166']|alhoon|Forgotten Realms|Alhoon|Alhoon|Alhoon|Special|Very rare|8+4|Genius (17-18)|90%|Fanatic (17-18)|12|1-4|4|Community or solitary|M (6' tall)|Mind blast, spell use|Nil|11|S,T,V&times;3,X, (V&times;6)|9,000|Neutral evil|5|Any|1d4 + Special
['1091', '2145']|aljahar|Al-Qadim (Forgotten Realms)|Al-Jahar|Al-Jahar|Al-Jahar|Special|Very rare|5|Very (11-12)|20%|Unsteady (5-7)|12, Fl 12 (B)|1|2|Solitary|M (5-7' tall)|Spell use|Disguise|15|O,Q|3,000|Neutral evil|8|Warm Urban Areas|1d6/1d6
['2119']|allura|Spelljammer|Allura|Allura|Allura|Omnivore|Very rare|6+1|Highly (14)|20%|Elite (14)|9|1-6|1|Group|M (5')|Spells|Spells|15|W|975|Chaotic neutral|6|Any|1d8 (weapon)
['2132']|almiraj|Fiends Folio|Al-Mi'raj|Al-Mi'raj|Al-Mi'raj|Herbivore|Very rare|1|Animal (1)|25%|Fanatic (17-18)|18|2-20|1|Herd|S (3' at shoulder)|Nil|Teleportation, immunity to poison|19|Nil|Normal: 65<br>Psionic: 420|Chaotic neutral|6|Temperate forests, hills, and grasslands|1-4
['9304']|ambuchar|Forgotten Realms|Ambuchar Devayam/Tan Chin|Ambuchar Devayam/Tan Chin|Ambuchar Devayam/Tan Chin|Omnivore|Unique|12 (75 hp)|Supra-genius (19)|40%|Fearless (20)|12|1|2|Solitary or city|M (6' Tall)|See below|See below|9|G|20,00|Lawful evil|0|Any|1d10/gaze
['2158', '9449']|amiqraso|Al-Qadim (Forgotten Realms)|Amiq Rasol|Amiq Rasol|Amiq Rasol|Special|Very rare|9|High (13-14)|Nil|Elite (14)|18, Sw 9|1-10|3|Solitary|M (5'-6')|Energy drain, charm|+2 or better weapon to hit, spell immunities.|11|Nil (C)|7,000|Neutral evil or neutral|4|Sea coast|1d4/1d4 (claws), 1d6 (bite)
['Dragon204']|amiskwia|Dragon Magazine|Amiskwia|Amiskwia|Amiskwia|Carnivore/Scavenger|Common|3|Animal(1)|Nil|Average (10)|8, Sw 24|1-20|1|Solitary|M (5' long)|Nil|Nil|17|Nil|65|Neutral|7|Shallow sea floor|1d6 + 2
['2129']|ammut|Al-Qadim (Forgotten Realms)|Ammut|Ammut|Ammut|Carnivore|Very rare|6|Average (8-10)|Nil|Elite (14)|9, Sw 12, Br 3|1-12|1 or 2|Clan|L (12' long)|Swallow whole, roar|Nil|15|A|650|Neutral evil|3|Underground|2-16 or 1-8/1-8
['Dragon248']|amphiter|Dragon Magazine|Amphitere|Amphitere|Amphitere|Carnivore|Rare|5|Animal (1)|Nil|Unsteady (7)|15, Fly 25 (B)|1-4|1 or 2|solitary|L (12' long)|Constriction, poison|None|15|E|975|Neutral|5|Any temperate or tropical land|14 or 1-4/1-6
['Dragon237']|amphpois|Dragon Magazine|Amphibian, Poisonous|Amphibian, Poisonous|Frogs|Carnivore|Uncommon|1-1 (1-2 hps)|Animal (1)|Nil|Average (10)|3, hop 3|1|0|Solitary|T (1-2&rdquo; long)|Poison|Nil|20|Nil|65|Neutral|8|Tropical Forest|Nil
['Dragon237']|amphpois|Dragon Magazine|Amphibian, Poisonous|Amphibian, Poisonous|Neotropical Toad|Omnivore|Common|1|Animal (1)|Nil|Average (8)|3, hop 3|1-2|1|Solitary|T-S (3-9&rdquo; long)|Poison|Nil|20|Nil|120|Neutral|8|Temperate/Tropical Forests|Nil
['9312']|anadjiin|Spelljammer|Anadjiin|Anadjiin|Anadjiin|Omnivore|Very rare|10|Genius (17-18)|Nil|Elite (13-14)|15|1-4|3|Community or family units|L (10' tall)|Bleeding|Nil|11|None|2,000|Lawful neutral|0|Deserts of Anadia|1d8/1d8/2d6
['9507']|ancestor|Advanced Dungeons & Dragons 2nd Edition|Ancestors|Ancestors|Ancestors|Sacrifices|Uncommon|1|14|Nil|Champion (15-16)|10|4- 400|1||M|Nil|+1 or better to hit|20||60|Any lawful|10|Any/Sacred Mountains|By traditional weapon
['2109']|ancimari|Spelljammer|Ancient Mariner|Ancient Mariner|Ancient Mariner|None|Very rare|5+3|Very (11-12)|Nil|Elite (14)|9|1-6|1|Crew|M (5' tall)|Energy drain|See below|15|H|2,000<br>Captain: 3,000<br>Mariner shadow: 650|Chaotic evil|4|Phlogiston|1-6
['Dragon159']|andeloid|Dragon Magazine|Andeloid|Andeloid|Andeloid|Parasite (as per hosts)|Very rare|2-24 (plus sum of hosts' Hit Dice)|Animal - 1  (variable; as per hosts)|20%|Fearless - 20 (Fanatic - 18)|1 (see text)|1|1 (as per hosts)|Solitary|Spore T; ooze S (variable)|Controls victims (as per hosts)|Immune to weapons, cold, and most spells; saving-throw bonuses (as per hosts)|19 or better (as per hosts' THAC0s +1)|Nil (as carried by hosts)|As per andeloid's Hit Dice with Hit Dice modifiers as appropriate (plus the XP value of each of the hosts); spores have no XP|Neutral (as per dominant host)|10 (AC of individual hosts)|Any (as per hosts)|Special (as per hosts)
['2105', '2173']|anemongs|Dragonlance|Anemone, Giant Sea|Anemone, Giant Sea|Dragon Variety|Carnivore|Rare|7|Non- (0)|Nil|Fearless (19-20)|Sw 1|1|10 tentacles per creature|Solitary|L (8' diameter)|Paralysis, swallow whole|Nil|13|Nil|1,000|Neutral|6 (body)/8 (tentacle)|Ocean depths, tropical coasts|1d3
['2105', '2173']|anemongs|Dragonlance|Anemone, Giant Sea|Anemone, Giant Sea|Lance Variety|Carnivore|Very rare|16|Animal (1)|Nil|Steady (11)|¼|3-18|See below|School|L (10' diameter trunk)|See below|See below|5|See below|12,000|Neutral|2|Tropical, subtropical,<br>and temperate/Salt water|See below
['Dragon235']|anglfish|Dragon Magazine|Angler Fish|Angler Fish|Angler Fish|Carnivore|Uncommon|8|Animal (1)|Nil|Elite (19)|Sw 12|1|13|Solitary|L (8' long)|Swallow whole|Nil|13|Nil|1,400|Lawful neutral|8|Ocean depths|2d8 or (some species only) 1d4
['Dragon198']|angreden|Dragon Magazine|Angreden|Angreden|Angreden|None|Rare|4+4|Average (8-10)|Nil|Fearless (20)|12|1 or 2-16|1|Solitary or small bands|M (5-7')|Enfeeblement, fear|Immunity to some spells|14|B|1,400|Any evil|5|Any, especially subarctic and subterranean|1d6+2
['9539']|anguilii|Advanced Dungeons & Dragons 2nd Edition|Anguiliian|Anguiliian|Anguiliian|Carnivore|Very rare|3|Average (8-10)|Nil|Average (8-10)|9, Sw 18|5-20 (10-60)|4|Tribe|M (6')|Drill, clench, rake, dart|Immune to electricity, susceptible to fire|17|(I,O,P,Q&times;10,X,Y)|270<br>Chieftain: 650|Lawful evil|4|Temperate and Tropical Deep Ocean|1d4/1d4/2d4+1/2d6
['2153']|animatco|Ravenloft|Animator, Common|Animator, Common|Animator, Common|Karmic resonances|Very rare|Varies|Exceptional (15-16)|Nil|Average (8-10)|12|1|1|Solitary|M to L (4-12' tall)|Varies|Varies|Varies|Nil|Varies|Chaotic evil|Varies|Ravenloft|1d8
['2153']|animatgr|Ravenloft|Animator, Greater|Animator, Greater|Animator, Greater|Karmic resonances|Very rare|Varies|Exceptional (15-16)|Nil|Average (8-10)|Nil (with exceptions)|1|1|Solitary|L+ (12' tall or larger)|Spell ability|Spell immunity|Varies|Nil|Varies|Chaotic evil|Varies|Ravenloft|1d12
['2153']|animatmi|Ravenloft|Animator, Minor|Animator, Minor|Animator, Minor|Karmic resonances|Very rare|Varies|Exceptional (15-16)|Nil|Average (8-10)|9|1|1|Solitary|T to S (1&rdquo; to 4')|Nil|Spell immunity|Varies|Nil|Varies|Chaotic evil|Varies|Ravenloft|1d4
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Agriotherium|Omnivore|Uncommon|8|Animal (1)|Nil|Average (8-10)|15|1-2|3|Solitary|L (10' high)|Hug|Nil|13|Nil|2,000|Neutral|6|Savannah|1-10/1-10/1-10
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Amphicyon|Omnivore|Uncommon|7+7|Animal (1)|Nil|Average (8-10)|15|1-2|3|Solitary|M (6½' long)|Nil|Nil|13|Nil|650|Neutral|6|Temperate plains|2-8/2-8/1-8
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Anancus|Herbivore|Common|10+5|Animal (1)|Nil|Unsteady (5-7)|15|2-20|4|Herd|L (10' high)|Nil|Nil|9|Nil|2,000|Neutral|6|Temperate forest|3-18/3-18/2-12/2-12
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Andrewsarchus|Carnivore|Rare|9+9|Animal (1)|Nil|Steady (11-12)|15|1-2|1|Solitary|L (13' long)|Nil|Nil|11|Nil|1,400|Neutral|6|Temperate plains|3-18
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Camel, Giant|Herbivore|Common|7|Animal (1)|Nil|Unreliable (3)|15|1-20|1 or 2|Herd|L (11' tall)|Nil|Nil|13|Nil|420|Neutral|6|Temperate plains|1-6 or 2-8/2-8
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Hippopotamus, giant|Special|Rare|10+5|Non- (0)|Nil|Unsteady (7)|6; Sw 12|1-4|1|Family group|L (12' long)|Surprise|Nil|9|Nil|Male: 2,000<br>Female: 1,400|Neutral|4|Tropical lakes and rivers|5-20 or 4-16
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Megalania|Special|Rare|15|Non- (0)|Nil|Average (8-10)|5|1-4|13|Solitary|G (26' long)|2-16 or 2-5|Nil|7|Nil|650|Neutral|0|Savannah|1
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Metridiochoerus|Omnivore|Mythical|5|Animal (1)|Nil|Average (8-10)|15|1-10|2|Clan|M (3½' high at shoulder, 5' long)|Nil|Nil|15|Nil|175|Neutral|6|Tropical forests|2-12/2-12
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Pelorovis|Special|Common|6|Non- (0)|Nil|Steady (12)|15|4-40|2|Herd|M (6' high at shoulder)|Charge|Nil|15|Nil|420|Neutral|6/3|Savannah|1-10/1-10
['Dragon167']|animceno|Dragon Magazine|Animal, Cenozoic|Animal, Cenozoic|Sarkastodon|Special|Uncommon|9|Non- (0)|Nil|Elite (14)|12|1-2|3|Solitary|L (10' long)|Nil|Nil|11|Nil|2,000|Neutral|6|Temperate plains|1-12/1-12/1-12
['2400', '2438']|animdoa1|Dark Sun|Animal, Domestic (Athas) I|Animal, Domestic (Athas) I|Erdlu|Omnivore|Common|3|Animal (1)|Nil|Average (10)|12|50-500 (5d10&times;10)|2|Flock|M (7' tall)|Nil|Speed|17|Nil|65|Neutral|7|Tablelands/Hinterlands|1d6/1d4
['2400', '2438']|animdoa1|Dark Sun|Animal, Domestic (Athas) I|Animal, Domestic (Athas) I|Inix|Herbivore|Uncommon|6|Animal (1)|Nil|Steady (12)|15|1 or 2|2|Solitary|H (16'long)|Crush|Nil|15|Nil|650|Neutral|6|Tablelands/Hinterlands|1d6/1d8
['2400', '2438']|animdoa1|Dark Sun|Animal, Domestic (Athas) I|Animal, Domestic (Athas) I|Kank|Omnivore|Common|2|Animal (1)|Nil|Elite (14)|15|50-500 (5d10&times;10)|1|Hive|L (8' long)|Poison|Nil|19|Nil|35|Neutral|5|Tablelands/Hinterlands|1d6
['2400', '2438']|animdoa1|Dark Sun|Animal, Domestic (Athas) I|Animal, Domestic (Athas) I|Mekillot|Omnivore|Rare|11|Animal (1)|Nil|Steady (12)|9|1 or 2|1|Solitary|G (30' long)|Swallow, crush|Nil|9|Nil|6,000|Neutral|7 (9)|Tablelands/Hinterlands|1d8
['2438', '2433']|animdoa2|Dark Sun|Animal, Domestic (Athas) II|Animal, Domestic (Athas) II|Aprig|Herbivore|Common|1-1|Animal (1)|Nil|Average (10)|9|2-20 (2d10)|1|Herd|S (2-3')|Nil|Nil|20|Nil|15|Neutral|4|Verdant belt|1d4
['2438', '2433']|animdoa2|Dark Sun|Animal, Domestic (Athas) II|Animal, Domestic (Athas) II|Carru|Herbivore|Common|3+3|Animal (1)|Nil|Average (9)|12|5-50 (5d10)|2|Herd|L (10' long)|Toss, trample|Nil|17|Nil|175|Neutral|7|Verdant belt|1d6/1d6
['2438', '2433']|animdoa2|Dark Sun|Animal, Domestic (Athas) II|Animal, Domestic (Athas) II|Mulworm|Leaves|Uncommon|1 point|Non- (0)|Nil|N/A|3, Fl 12 (D)|1d10&times;1,000|Nil|Solitary|T (8&rdquo;)|Poison|Nil|N/A|Nil|35/7|Neutral|10|Verdant belt|N/A
['2438', '2433']|animdoa2|Dark Sun|Animal, Domestic (Athas) II|Animal, Domestic (Athas) II|Sygra|Omnivore|Common|1|Animal (1)|Nil|Average (9)|12|1-20 (1d20)|Male: 3<br>Female: 2|Flock|S (3-4')|Gore|Nil|20|Nil|Male: 65<br>Female: 35|Neutral|7|Verdant belt|1d3/1d3/2d4 (male only)
['2635']|animenta|Planescape|Animental|Animental|Animental|Varies (usually carnivorous)|Common (animals), rare (monsters)|Varies|Varies|Nil|Varies|Varies|Varies (usually 1)|Varies|Varies (usually solitary)|Varies|Varies|Varies|Varies|Nil|Varies|Neutral|Varies|Inner Planes|Varies
['2405']|animhera|Dark Sun|Animal, Herd (Athas)|Animal, Herd (Athas)|Jankz|Herbivore|Common|1+1|Animal (1)|Nil|Steady (11)|12|1-1000|1|Community|T (1')|Poison|Nil|19|K,Q,U|35|Neutral|6|Sandy wastes, stony barrens|1
['2405']|animhera|Dark Sun|Animal, Herd (Athas)|Animal, Herd (Athas)|Kip|Omnivore|Common|1+2|Animal (1)|Nil|Average (8)|6|1-100|2|Herd|S (2-4')|Pheromones|Pheromones|19|See below|65|Neutral|4|Scrub Plains|1-3
